证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
国泰君安,2023-03-31,3040521708.0,4007976616.0,601211,,9288045652.0,-2.33,1.89,18.0654,0.341376,43.152,
白银有色,2023-03-31,-68287611.11,239156354.4,601212,19866669211.6,21007201943.59,-0.053,-0.463,1.9933,-0.009222,1.138,5.43
君正集团,2023-03-31,830218296.76,929098841.29,601216,3851745590.9,5096285120.02,0.018,3.134,3.1393,0.09839,18.231,24.42
吉鑫科技,2023-03-31,10221479.2,14185642.51,601218,183067239.86,235724974.17,0.123,0.363,2.8833,0.010458,6.018,22.34
林洋能源,2023-03-31,196670606.0,243692125.6,601222,679892713.33,1064878236.67,-0.037,1.317,7.2516,0.095463,22.885,36.15
陕西煤业,2023-03-31,6911193456.8,13109027463.68,601225,27162667060.64,44809129101.91,0.925,6.251,11.404,0.712862,29.255,39.38
华电重工,2023-03-31,-109784235.53,-108300677.84,601226,818297955.55,900593681.2,-0.6,-2.682,3.5088,-0.094101,-12.025,9.14
广州港,2023-03-31,340277453.54,508695138.54,601228,2180231518.76,2974167885.49,0.11,1.72,2.6223,0.045103,17.104,26.69
上海银行,2023-03-31,6043234000.0,6840191000.0,601229,,13214928000.0,0.268,2.67,14.52,0.42538,51.761,
环旭电子,2023-03-31,277457152.84,302390588.09,601231,11817436153.01,12998168439.83,1.154,1.734,7.0633,0.125708,2.326,9.08
桐昆股份,2023-03-31,-490158350.61,-489484674.93,601233,15151676751.2,15913454482.67,-0.951,-1.434,14.1818,-0.203291,-3.076,4.79
红塔证券,2023-03-31,225388350.45,271758477.9,601236,,490156104.45,-0.921,0.974,4.907,0.047784,55.443,
广汽集团,2023-03-31,1537865790.0,1144754712.0,601238,25335058707.0,26392882331.0,-0.07,1.339,10.9563,0.146702,4.337,4.01
庞大集团,2023-03-31,-123201675.0,-98750981.0,601258,5164425544.0,5556332974.0,-0.028,-1.211,0.9947,-0.012046,-1.777,7.05
英利汽车,2023-03-31,7889524.0,18437862.0,601279,1044476184.0,1164541825.0,0.03,0.214,2.4688,0.00528,1.583,10.31
农业银行,2023-03-31,71554000000.0,83212000000.0,601288,,189360000000.0,2.588,2.624,7.7904,0.20445,43.944,
青岛港,2023-03-31,1258968390.0,1772020688.0,601298,2845197291.0,4551596874.0,0.158,3.255,5.9581,0.193953,38.932,37.49
骆驼股份,2023-03-31,163780724.57,208587711.2,601311,2793666127.88,3295036707.55,-0.056,1.802,7.7484,0.139608,6.33,15.22
中国平安,2023-03-31,38352000000.0,55274000000.0,601318,,253778000000.0,11.487,4.195,50.0175,2.098003,21.78,
中国人保,2023-03-31,11721000000.0,18514000000.0,601319,,137769000000.0,0.932,4.819,5.5,0.265037,13.438,
秦港股份,2023-03-31,417883627.51,527493201.36,601326,1065266622.67,1726009525.03,0.129,2.348,3.185,0.07479,30.561,38.28
交通银行,2023-03-31,24633000000.0,26275000000.0,601328,,67079000000.0,1.791,2.355,11.73,0.331701,39.17,
绿色动力,2023-03-31,170585929.73,212978678.94,601330,662555869.14,1040584663.77,0.074,2.273,5.2309,0.12242,20.467,36.33
广深铁路,2023-03-31,405158992.0,561687501.0,601333,5531493323.0,6146150946.0,0.014,1.575,3.6316,0.057197,9.139,10.0
新华保险,2023-03-31,6917000000.0,8048000000.0,601336,,29005000000.0,12.256,5.688,38.9807,2.217309,27.747,
百隆东方,2023-03-31,84121345.79,84027999.86,601339,1287995266.17,1485704763.33,-0.105,0.839,6.6857,0.056081,5.656,13.31
三六零,2023-03-31,-186292000.0,-105920000.0,601360,773496000.0,1965765000.0,0.001,-0.589,4.4234,-0.026072,-5.388,60.65
利群股份,2023-03-31,19109865.91,23610195.57,601366,1581211743.79,2273897212.24,0.609,0.451,4.7134,0.022489,1.038,30.46
绿城水务,2023-03-31,30643965.14,34065626.12,601368,326463964.33,504575376.29,0.209,0.654,5.3037,0.034705,6.751,35.3
陕鼓动力,2023-03-31,262353341.27,341584613.49,601369,1999198255.85,2663049044.17,0.12,3.104,4.8924,0.15186,12.827,24.93
中原证券,2023-03-31,70497329.89,70904322.0,601375,,463516307.36,-0.406,0.51,2.9751,0.015184,15.297,
兴业证券,2023-03-31,828387817.96,1273803836.71,601377,,4169261458.99,-0.222,1.56,6.1494,0.095923,30.552,
怡球资源,2023-03-31,73985610.78,94571173.01,601388,1560368038.01,1752227342.45,0.001,1.737,1.9353,0.033608,5.397,10.95
中国中铁,2023-03-31,7878535000.0,10750951000.0,601390,247740707000.0,271973839000.0,-1.536,2.552,10.6171,0.318296,3.953,8.91
工商银行,2023-03-31,90164000000.0,106023000000.0,601398,,227596000000.0,3.102,2.518,10.0486,0.252981,46.584,
国机重装,2023-03-31,81350570.58,93912336.68,601399,2305311719.25,2573163251.08,-0.012,0.604,1.8664,0.011277,3.65,10.41
国联证券,2023-03-31,207346319.54,277814922.54,601456,,678374714.39,-0.132,1.2,6.1017,0.073221,40.953,
通用股份,2023-03-31,11148617.5,11522429.97,601500,939017795.65,1049134554.62,-0.017,0.21,3.3601,0.007051,1.098,10.5
中新集团,2023-03-31,416925231.72,577353133.3,601512,306802442.05,930396100.58,-0.118,3.032,9.1746,0.278156,62.055,67.02
东风股份,2023-03-31,224862307.83,252001680.51,601515,661114607.65,916139419.86,-0.124,3.881,3.1147,0.122011,27.507,27.84
吉林高速,2023-03-31,121454531.95,164652153.53,601518,103046606.81,281828452.45,0.125,2.645,3.4009,0.08994,58.423,63.44
大智慧,2023-03-31,304836597.8,-29442901.03,601519,75859828.85,168169175.21,-0.039,15.936,0.9396,0.149733,-17.508,54.89
瑞丰银行,2023-03-31,346749000.0,333190000.0,601528,,914489000.0,8.698,2.267,10.1361,0.229733,36.435,
东吴证券,2023-03-31,583119421.75,780171731.84,601555,,2254473360.84,-0.159,1.49,7.8157,0.116449,34.605,
九牧王,2023-03-31,97217538.98,120105125.38,601566,304778389.1,772263509.2,0.297,2.528,6.6927,0.169181,15.552,60.53
三星医疗,2023-03-31,269516681.64,340965545.81,601567,1563718692.76,2248372445.81,0.174,2.754,6.9282,0.190788,15.165,30.45
北元集团,2023-03-31,137503782.97,165130130.22,601568,2224455711.99,2538721334.75,-0.139,0.997,3.4721,0.034616,6.504,12.38
长沙银行,2023-03-31,1979370000.0,2539063000.0,601577,,6081359000.0,-3.066,3.186,13.96,0.49219,41.752,
会稽山,2023-03-31,79387712.01,107267145.36,601579,189932304.3,369876313.26,0.048,2.109,7.8522,0.165576,29.001,48.65
北辰实业,2023-03-31,32669170.0,67352082.0,601588,3551779453.0,4185000121.0,0.253,0.255,3.8073,0.009703,1.609,15.13
上海电影,2023-03-31,35975700.4,42275625.41,601595,135535884.67,177544049.08,-0.055,2.234,3.5934,0.080267,23.811,23.66
中国外运,2023-03-31,960927630.47,1216579627.71,601598,20830636619.34,22361188076.83,-0.016,2.681,4.9138,0.131738,5.441,6.84
浙文影业,2023-03-31,34529335.35,47776957.72,601599,564740702.61,685047279.04,-0.344,2.599,1.1447,0.029753,6.974,17.56
中国铝业,2023-03-31,1813030000.0,3378517000.0,601600,60235574000.0,66279365000.0,0.23,3.216,3.1686,0.105645,5.097,9.12
中国太保,2023-03-31,11626000000.0,14912000000.0,601601,,94386000000.0,5.127,4.68,25.8235,1.208481,15.799,
长城军工,2023-03-31,-28995001.45,-29287293.51,601606,170593736.78,214386067.29,-0.219,-1.124,3.5622,-0.040036,-13.661,20.43
上海医药,2023-03-31,1517649326.44,2490594009.0,601607,57591613688.6,66226461496.33,-0.709,2.213,18.5393,0.410342,3.761,13.04
中信重工,2023-03-31,80070276.67,64523028.94,601608,1771416356.87,2172383005.13,-0.025,1.037,1.7796,0.018452,2.97,18.46
金田股份,2023-03-31,84437198.57,107440083.18,601609,23519301638.82,24012894099.77,-2.783,1.101,5.0221,0.057056,0.447,2.06
中国核建,2023-03-31,508220568.71,888466105.56,601611,26406488688.52,28928590332.73,-3.864,1.973,5.8582,0.168301,3.071,8.72
明阳智能,2023-03-31,-226264734.16,-282069692.93,601615,2356142258.74,2719620244.3,-0.776,-0.811,12.2788,-0.099585,-10.372,13.37
广电电气,2023-03-31,1611964.11,5595472.96,601616,120599506.91,173702085.47,0.018,0.066,2.6233,0.001723,3.221,30.57
中国中冶,2023-03-31,3371860000.0,5301192000.0,601618,130807721000.0,144452637000.0,-1.04,2.371,4.6187,0.162706,3.67,9.45
嘉泽新能,2023-03-31,245924632.17,268047770.21,601619,224735946.99,642217446.83,0.144,4.054,2.4709,0.101024,41.738,65.01
中国人寿,2023-03-31,17885000000.0,19229000000.0,601628,,368385000000.0,6.094,3.88,16.3088,0.632768,5.22,
长城汽车,2023-03-31,174233291.21,-70656249.92,601633,24372124652.13,29038525580.9,-0.967,0.275,7.4222,0.02053,-0.243,16.07
旗滨集团,2023-03-31,112644894.02,121356524.25,601636,2710803508.72,3130753381.06,-0.037,0.884,4.6569,0.041977,3.876,13.41
邮储银行,2023-03-31,26280000000.0,29468000000.0,601658,,88163000000.0,0.244,2.953,7.56,0.265023,33.424,
齐鲁银行,2023-03-31,1015366000.0,1089011000.0,601665,,2863803000.0,2.489,2.797,7.9235,0.221655,38.027,
平煤股份,2023-03-31,1146238959.2,1545721257.4,601666,6224701883.41,8629943812.34,1.583,4.711,9.7011,0.495089,17.911,27.87
中国建筑,2023-03-31,14744751000.0,22488896000.0,601668,482356640000.0,524828043000.0,-1.56,3.726,9.29,0.351614,4.285,8.09
中国电建,2023-03-31,3020522991.09,4744728139.63,601669,117016636221.38,133287476472.55,-1.914,1.928,6.9463,0.175345,3.56,12.21
明泰铝业,2023-03-31,353683767.59,413362243.06,601677,5334029530.35,6093314615.11,-0.587,2.82,12.773,0.364691,6.784,12.46
滨化股份,2023-03-31,71730916.84,99178535.37,601678,1453354189.36,1755630659.17,0.074,0.631,5.5199,0.034854,5.649,17.22
友发集团,2023-03-31,214479658.28,288731625.99,601686,13883218090.7,14372193145.63,-0.595,3.322,4.3732,0.149952,2.009,3.4
华泰证券,2023-03-31,3245035653.53,4170894120.73,601688,,8993372542.39,-4.16,1.93,18.5293,0.357556,46.377,
拓普集团,2023-03-31,450206774.38,552466614.38,601689,3492088722.86,4468569793.4,0.616,3.579,11.2855,0.408518,12.363,21.85
中银证券,2023-03-31,252639451.31,292737557.66,601696,,684374632.32,-2.032,1.517,5.9944,0.090943,42.774,
中国卫通,2023-03-31,141405161.76,199863636.49,601698,378472518.46,596552541.86,-0.014,0.929,3.6017,0.033474,33.503,36.56
潞安环能,2023-03-31,3380423993.4,4854986347.09,601699,5116076976.76,11892459071.4,0.013,6.419,17.6058,1.130044,40.824,56.98
风范股份,2023-03-31,11279123.54,13963929.89,601700,441627605.48,496599379.64,0.124,0.43,2.2965,0.009875,2.812,11.07
华峰铝业,2023-03-31,169580601.82,197696114.32,601702,1655751554.22,1997013563.87,0.377,4.347,3.9071,0.16983,9.9,17.09
郑煤机,2023-03-31,783069945.71,1032361716.99,601717,7279317322.83,9210943721.0,-0.237,4.198,10.4652,0.439373,11.208,20.97
际华集团,2023-03-31,23947232.09,49898666.79,601718,2358585362.57,2747798992.81,-0.106,0.14,3.8835,0.005453,1.816,14.16
上海电气,2023-03-31,366853000.0,906960000.0,601727,17522804000.0,21146987000.0,-0.593,0.665,3.541,0.023547,4.289,17.14
中国电信,2023-03-31,7984014705.06,10676454808.71,601728,91508216720.32,129753222753.19,0.316,1.815,4.8082,0.08725,8.228,29.48
中国中车,2023-03-31,615327000.0,1225827000.0,601766,25414400000.0,32378659000.0,-0.252,0.395,5.4243,0.021441,3.786,21.51
力帆科技,2023-03-31,40684949.49,-3207421.02,601777,1006008293.89,1093897927.73,0.011,0.396,2.246,0.0089,-0.293,8.03
晶科科技,2023-03-31,24253255.24,33456769.82,601778,490032132.15,818066172.41,-0.292,0.157,4.2099,0.006792,4.09,40.1
光大证券,2023-03-31,957777036.47,1216594939.27,601788,,2750179404.48,0.501,1.473,12.0457,0.207725,44.237,
宁波建工,2023-03-31,97246425.83,128180056.96,601789,5315409508.29,5696192514.78,-1.03,2.072,3.8584,0.08948,2.25,6.68
蓝科高新,2023-03-31,-16471627.31,-13669331.37,601798,86871243.25,112170388.89,-0.106,-1.169,3.9756,-0.046461,-12.186,22.55
星宇股份,2023-03-31,203624728.73,217559141.08,601799,1508420675.76,1922611040.51,0.104,2.342,30.4354,0.712774,11.316,21.54
中国交建,2023-03-31,5582367706.0,8469714318.0,601800,156054568746.0,176591274385.0,-1.586,1.941,15.4447,0.345321,4.796,11.63
皖新传媒,2023-03-31,337956726.43,360197900.17,601801,2467379479.06,3097397317.65,0.473,2.93,5.7984,0.169895,11.629,20.34
中海油服,2023-03-31,404088646.0,659384434.0,601808,7290789766.0,8456256979.0,-0.02,1.015,8.3452,0.084686,7.798,13.78
新华文轩,2023-03-31,199630180.88,219271783.39,601811,1564452989.2,2311171082.62,0.141,1.573,10.2871,0.161796,9.487,32.31
京沪高铁,2023-03-31,2226063711.3,2933386665.04,601816,5147964852.93,8938741095.06,0.079,1.195,3.7935,0.045331,32.817,42.41
光大银行,2023-03-31,12378000000.0,15401000000.0,601818,,38158000000.0,-0.28,2.309,7.3,0.209493,40.361,
沪农商行,2023-03-31,3500275000.0,4444259000.0,601825,,6832482000.0,-0.166,3.32,10.93,0.362932,65.046,
三峰环境,2023-03-31,349959075.71,413675235.91,601827,1025873429.87,1545917662.19,0.174,3.499,5.9591,0.208524,26.759,33.64
美凯龙,2023-03-31,145881841.14,306512816.56,601828,1051628658.53,2616557956.86,0.247,0.271,12.3423,0.0335,11.714,59.81
成都银行,2023-03-31,2526873000.0,2993697000.0,601838,,5305353000.0,-5.51,3.953,15.358,0.676406,56.428,
中国石油,2023-03-31,43630000000.0,63744000000.0,601857,577013000000.0,732471000000.0,0.691,3.097,7.6973,0.238388,8.703,21.22
中国科传,2023-03-31,42741976.05,39312093.95,601858,298161649.24,450422263.42,-0.328,0.877,6.166,0.05407,8.728,33.8
紫金银行,2023-03-31,384605000.0,424292000.0,601860,,1091012000.0,5.55,2.199,4.7778,0.105055,38.89,
福莱特,2023-03-31,511450441.35,560029029.94,601865,4374100179.43,5364942648.25,-0.224,3.519,6.5415,0.238228,10.439,18.47
中远海发,2023-03-31,398028578.53,448472614.28,601866,2680918958.13,3550848997.38,0.019,1.373,2.1357,0.029324,12.63,24.5
中国能建,2023-03-31,1131371000.0,2490277000.0,601868,79610321000.0,88515555000.0,-0.371,1.095,2.2508,0.027137,2.813,10.06
长飞光纤,2023-03-31,241038277.0,245861550.0,601869,2382058668.0,3195125742.0,-0.071,2.315,13.7396,0.318032,7.695,25.45
招商轮船,2023-03-31,1121511970.8,1184899268.02,601872,4325558901.36,5883160023.71,0.275,3.314,4.1642,0.138011,20.141,26.48
正泰电器,2023-03-31,1201510644.34,2018980838.83,601877,12397155712.75,15740786087.19,-0.489,3.198,17.4735,0.558849,12.826,21.24
浙商证券,2023-03-31,487959256.02,655270704.01,601878,,4930586230.29,0.266,1.837,6.6741,0.125822,13.29,
辽港股份,2023-03-31,391740122.19,581778883.6,601880,1999933849.79,2861049291.25,0.014,1.003,1.6282,0.016331,20.334,30.1
中国银河,2023-03-31,2249061846.86,2574510339.23,601881,,8697432828.4,0.533,2.13,8.8421,0.22186,29.601,
海天精工,2023-03-31,135426423.91,140593440.99,601882,557514368.3,783170248.71,-0.159,6.385,4.0634,0.259438,17.952,28.81
江河集团,2023-03-31,163558009.9,221698205.18,601886,2846898479.46,3419268950.09,-0.927,2.523,5.7212,0.144358,6.484,16.74
中国中免,2023-03-31,2300772308.42,3153857047.93,601888,14745671554.0,20769431440.61,3.589,4.55,24.4435,1.112097,15.185,29.0
亚星锚链,2023-03-31,58956227.08,69909674.33,601890,360232784.6,489114052.6,-0.049,1.778,3.4554,0.061451,14.293,26.35
中煤能源,2023-03-31,7155268000.0,12044597000.0,601898,43876704000.0,59158383000.0,0.837,5.174,10.4301,0.539667,20.36,25.83
紫金矿业,2023-03-31,5441834217.0,8203424112.0,601899,63306576041.0,74944985235.0,0.297,5.681,3.6384,0.206692,10.946,15.53
南方传媒,2023-03-31,223218008.99,262613796.42,601900,1547268861.65,2202947752.27,0.191,2.992,8.329,0.249162,11.921,29.76
方正证券,2023-03-31,556003687.26,657874406.48,601901,,1772663423.59,0.117,1.274,5.3018,0.067541,37.112,
京运通,2023-03-31,303271675.64,379170843.81,601908,2138724951.06,2723137324.12,-0.001,2.644,4.7497,0.125599,13.924,21.46
浙商银行,2023-03-31,5625000000.0,7124000000.0,601916,,15780000000.0,-1.788,3.349,6.72,0.264473,45.146,
新集能源,2023-03-31,593930961.99,797919432.37,601918,1737617687.15,2896074161.77,0.269,4.88,4.6982,0.229269,27.552,40.0
中远海控,2023-03-31,7127458398.77,9853372205.82,601919,36790008085.92,47353397528.0,0.382,3.45,12.8373,0.442826,20.808,22.31
浙版传媒,2023-03-31,145732868.22,144458941.11,601921,2023488221.19,2686496354.71,0.092,1.134,5.7827,0.06558,5.377,24.68
凤凰传媒,2023-03-31,482957065.68,500342667.4,601928,1989099659.11,3236437156.2,0.259,2.723,6.9684,0.189774,15.46,38.54
吉视传媒,2023-03-31,2085425.25,9578126.65,601929,269580431.37,468718657.4,-0.014,0.03,2.0344,0.000632,2.043,42.49
永辉超市,2023-03-31,704225687.58,853403361.39,601933,18356853197.73,23802041478.56,0.121,8.863,0.8756,0.0776,3.585,22.88
建设银行,2023-03-31,88743000000.0,104776000000.0,601939,,207076000000.0,1.483,3.016,11.7686,0.354956,50.598,
中国出版,2023-03-31,32949840.97,21671321.1,601949,727934914.8,1019285300.58,-0.177,0.402,4.5024,0.018079,2.126,28.58
苏垦农发,2023-03-31,118975295.37,131701440.27,601952,2140317832.96,2453621366.31,-0.046,1.875,4.6055,0.086339,5.368,12.77
东贝集团,2023-03-31,38398792.11,41267773.89,601956,1108585410.19,1292334364.93,-0.418,1.584,3.8963,0.061698,3.193,14.22
金钼股份,2023-03-31,832652619.14,1056118080.53,601958,1125090103.49,2644158700.97,0.035,5.94,4.3444,0.258058,39.942,57.45
重庆银行,2023-03-31,1482261000.0,1807890000.0,601963,,3233623000.0,1.236,2.89,13.47,0.426605,55.909,
中国汽研,2023-03-31,142261110.39,181665996.14,601965,406805601.57,707045125.22,-0.097,2.332,6.072,0.141575,25.694,42.46
玲珑轮胎,2023-03-31,213779031.0,208648829.0,601966,3641582200.0,4385207455.0,0.01,1.101,13.1469,0.144765,4.758,16.96
宝钢包装,2023-03-31,61333401.66,76169935.19,601968,1604264573.75,1759191660.73,0.273,1.609,3.3653,0.054132,4.33,8.81
海南矿业,2023-03-31,161508270.0,203799340.0,601969,897800420.0,1222923980.0,0.223,2.52,3.1454,0.07925,16.665,26.59
招商南油,2023-03-31,406012330.67,476178376.05,601975,1078495098.11,1617832744.14,0.123,5.219,1.603,0.083666,29.433,33.34
中国核电,2023-03-31,3023133804.99,6632236123.67,601985,8973097490.51,17893494221.82,0.508,3.294,4.5459,0.16021,37.065,49.85
中国银行,2023-03-31,57663000000.0,79208000000.0,601988,,165813000000.0,1.66,2.328,8.4137,0.195874,47.769,
中国重工,2023-03-31,66423957.36,78198212.7,601989,5749842950.6,6823374248.46,-0.208,0.079,3.6757,0.002913,1.146,15.73
南京证券,2023-03-31,216621076.59,291537951.85,601990,,642689658.07,-0.293,1.286,4.57,0.058763,45.362,
大唐发电,2023-03-31,136945000.0,186281000.0,601991,26161327000.0,28049510000.0,0.19,0.185,1.5112,0.0074,0.664,6.73
金隅集团,2023-03-31,-331649114.85,-743894042.69,601992,21313864931.17,23480340719.59,0.131,-0.509,4.3662,-0.03106,-3.168,9.23
中金公司,2023-03-31,2257306432.0,2711815954.0,601995,,6208930748.0,-0.39,2.229,20.9823,0.467617,43.676,
丰林集团,2023-03-31,-10134381.64,-9664397.56,601996,405488297.89,424975219.19,0.032,-0.362,2.4439,-0.008846,-2.274,4.59
贵阳银行,2023-03-31,1607119000.0,1767614000.0,601997,,3739272000.0,3.31,2.754,14.6,0.43956,47.272,
中信银行,2023-03-31,19144000000.0,22470000000.0,601998,,51363000000.0,-0.26,3.357,11.65,0.391214,43.747,
出版传媒,2023-03-31,-4208064.11,-5900642.12,601999,431946109.8,534026996.73,-0.31,-0.172,4.4319,-0.007638,-1.105,19.12
人民网,2023-03-31,27499352.72,21007602.52,603000,205988143.5,332214863.3,-0.171,0.763,3.2582,0.024871,6.323,38.0
ST奥康,2023-03-31,40839574.79,50805394.64,603001,474706166.86,896480279.68,0.095,1.372,7.4234,0.101849,5.667,47.05
宏昌电子,2023-03-31,18454357.03,21735318.56,603002,498144949.47,544280569.11,0.156,0.746,2.737,0.020417,3.993,8.48
龙宇股份,2023-03-31,29048608.33,37460178.81,603003,1746483129.69,1799525401.87,0.151,0.799,9.0312,0.072181,2.082,2.95
晶方科技,2023-03-31,28566647.32,37703857.36,603005,142355731.47,223213535.29,0.028,0.711,6.1491,0.043739,16.891,36.22
联明股份,2023-03-31,27250788.14,35784528.84,603006,185676854.48,238923953.26,0.185,1.86,5.7632,0.107179,14.977,22.29
ST花王,2023-03-31,-24484220.4,-21044552.16,603007,13191268.77,15497546.57,-0.066,-8.864,0.7708,-0.072356,-135.793,14.88
喜临门,2023-03-31,61631455.98,67781645.32,603008,992106709.08,1467416299.96,-1.616,1.731,9.1902,0.159083,4.619,32.39
北特科技,2023-03-31,5806355.58,7873089.66,603009,321491543.5,388668243.0,0.092,0.369,4.7393,0.016186,2.026,17.28
万盛股份,2023-03-31,57641006.88,67927291.18,603010,579588699.98,710612463.92,0.253,1.417,6.9012,0.097766,9.559,18.44
合锻智能,2023-03-31,19218166.52,21415444.16,603011,194443736.86,293709845.46,-0.19,0.871,4.4618,0.038871,7.291,33.8
创力集团,2023-03-31,82524993.69,100551328.43,603012,245726047.56,465284093.96,-0.043,2.485,5.0962,0.126658,21.611,47.19
亚普股份,2023-03-31,125898007.51,161212398.37,603013,1622140823.93,1917425366.03,0.405,3.223,7.6203,0.24559,8.408,15.4
弘讯科技,2023-03-31,9144772.26,7324516.27,603015,103508999.04,159901504.28,-0.02,0.69,3.2781,0.022623,4.581,35.27
新宏泰,2023-03-31,14799741.58,17741689.78,603016,101785030.94,145512370.21,0.147,1.797,5.5577,0.09989,12.193,30.05
中衡设计,2023-03-31,29290650.49,36905302.23,603017,248772018.16,320826665.63,-0.468,2.031,5.226,0.106162,11.503,22.46
华设集团,2023-03-31,95054673.51,112236739.89,603018,594900605.7,872716672.08,-0.297,2.114,6.5754,0.139013,12.861,31.83
中科曙光,2023-03-31,130967541.52,195955708.14,603019,1745624065.43,2297997842.11,-0.154,0.762,11.7329,0.089458,8.527,24.04
爱普股份,2023-03-31,39478087.99,65156576.83,603020,606906236.31,726070912.8,-0.012,1.27,8.1126,0.103012,8.974,16.41
山东华鹏,2023-03-31,-46198934.98,-46476749.84,603021,141379867.75,136317355.38,-0.012,-9.684,1.491,-0.144395,-34.095,-3.71
新通联,2023-03-31,10778100.2,13842612.82,603022,153353845.2,193456346.98,0.184,1.459,3.693,0.053891,7.155,20.73
威帝股份,2023-03-31,-564751.6,-3023316.11,603023,8694255.71,13472632.33,-0.016,-0.074,1.3645,-0.001005,-22.44,35.47
大豪科技,2023-03-31,72843698.02,89963709.75,603025,254577190.76,426461316.2,0.037,3.451,2.2838,0.078807,21.095,40.3
胜华新材,2023-03-31,7992633.65,-771570.76,603026,1379700165.02,1460760178.24,-1.306,0.202,19.4967,0.039435,-0.053,5.55
千禾味业,2023-03-31,145231975.67,172180844.34,603027,499132222.63,818630296.99,0.003,5.781,2.6021,0.150426,21.033,39.03
赛福天,2023-03-31,5626895.62,17297014.44,603028,290146590.19,329781821.24,-0.042,0.818,2.398,0.019603,5.245,12.02
天鹅股份,2023-03-31,5955566.48,5989260.99,603029,63030554.5,97404760.41,-0.389,0.74,6.6311,0.049081,6.149,35.29
全筑股份,2023-03-31,-42978739.34,-46480884.35,603030,268439997.38,282277268.1,-0.029,,-0.5149,-0.074092,-16.466,4.9
安孚科技,2023-03-31,44836457.09,313914549.55,603031,559776782.6,1164092835.6,0.009,7.323,5.4669,0.400326,26.966,51.91
德新科技,2023-03-31,101653519.54,116946302.34,603032,90815192.2,243971636.29,-0.227,8.866,6.817,0.604422,47.934,62.78
三维股份,2023-03-31,44151306.89,56861329.47,603033,696175178.53,829288294.05,0.007,1.192,4.3389,0.055755,6.857,16.05
常熟汽饰,2023-03-31,92022010.67,104375498.55,603035,664335335.13,844899369.28,0.042,1.948,12.4331,0.242143,12.354,21.37
如通股份,2023-03-31,14288731.67,17022130.51,603036,42859900.52,73650722.32,-0.052,1.164,5.9579,0.069361,23.112,41.81
凯众股份,2023-03-31,8164886.66,7194080.51,603037,81801049.52,124854088.64,-0.238,0.935,8.3265,0.077834,5.762,34.48
华立股份,2023-03-31,7975416.87,9178525.47,603038,117554851.19,150072701.5,-0.095,0.595,6.4909,0.038589,6.116,21.67
泛微网络,2023-03-31,575500.14,883573.67,603039,19289929.69,332916645.62,-0.547,0.03,7.3439,0.002208,0.265,94.21
新坐标,2023-03-31,47974706.9,53234012.1,603040,53411566.36,131864540.0,0.562,4.12,8.6111,0.354783,40.37,59.5
美思德,2023-03-31,24545082.03,28089025.5,603041,77787869.54,120127795.35,0.059,1.755,7.6346,0.134018,23.383,35.25
华脉科技,2023-03-31,-19734741.36,-27102319.03,603042,182926137.54,216583199.58,-0.073,-2.066,5.948,-0.122889,-12.514,15.54
广州酒家,2023-03-31,69245540.45,96286045.69,603043,621973236.06,919946654.32,0.266,2.032,5.991,0.121746,10.466,32.39
福达合金,2023-03-31,7150028.11,5207952.44,603045,460585316.88,520974513.62,0.116,0.789,6.5882,0.051955,1.0,11.59
浙江黎明,2023-03-31,6614091.62,5854248.3,603048,95028557.31,130003791.37,-0.055,0.512,8.8009,0.045031,4.503,26.9
科林电气,2023-03-31,40697631.2,48299899.57,603050,393570791.15,526544940.23,-0.443,2.905,8.637,0.250895,9.173,25.25
鹿山新材,2023-03-31,-35057253.16,-46444275.53,603051,685882625.76,706985643.26,-2.085,-2.62,13.9225,-0.375671,-6.569,2.98
可川科技,2023-03-31,18635063.66,21082334.06,603052,107719009.02,136831081.44,0.776,1.685,16.0743,0.270858,15.408,21.28
成都燃气,2023-03-31,191047368.03,228768410.4,603053,1228631744.39,1558625084.05,0.219,4.394,4.8915,0.214928,14.678,21.17
台华新材,2023-03-31,74480089.18,86368815.63,603055,770762779.74,970496811.82,-0.061,1.789,4.5945,0.083411,8.899,20.58
德邦股份,2023-03-31,72639304.73,80708948.48,603056,6862841411.62,7417443107.77,0.581,1.036,6.8256,0.070733,1.088,7.48
紫燕食品,2023-03-31,44646909.31,58568636.12,603057,613955692.12,755101128.51,0.114,2.15,5.041,0.108366,7.756,18.69
永吉股份,2023-03-31,30906162.14,35911110.01,603058,106347436.9,173862414.52,0.017,2.859,2.5441,0.073747,20.655,38.83
倍加洁,2023-03-31,7160934.94,13761984.15,603059,174602776.37,222819255.87,0.012,0.61,11.7285,0.071573,6.176,21.64
国检集团,2023-03-31,-24165744.13,-32008033.79,603060,323204675.06,468394978.85,-0.146,-1.372,2.4145,-0.033126,-6.834,31.0
金海通,2023-03-31,31895800.67,36344838.72,603061,47183057.99,101551353.2,-0.536,2.343,22.6892,0.531597,35.79,53.54
禾望电气,2023-03-31,78472838.45,81991499.04,603063,410262783.93,609736151.79,-0.078,2.232,7.9363,0.177161,13.447,32.71
宿迁联盛,2023-03-31,44889643.34,41208077.32,603065,369660019.99,465772413.57,-0.075,2.095,5.1144,0.107143,8.847,20.64
