证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
音飞储存,2023-03-31,47538210.87,49852749.51,603066,169650323.78,212455622.71,0.001,3.632,4.3528,0.15809,23.465,20.15
振华股份,2023-03-31,101952932.44,118242136.65,603067,615257329.37,849988097.42,0.078,3.887,5.1534,0.200294,13.911,27.62
博通集成,2023-03-31,-36724143.51,-39565128.79,603068,121087814.07,159082026.94,-0.055,-2.082,11.7253,-0.244136,-24.871,23.88
海汽集团,2023-03-31,-31830611.43,-31232539.35,603069,168877205.57,191566507.13,-0.035,-3.364,2.994,-0.10073,-16.304,11.84
万控智造,2023-03-31,28809315.85,33026060.09,603070,316322663.09,435114445.07,-0.036,1.458,4.9278,0.071844,7.59,27.3
物产环能,2023-03-31,308181721.35,420210752.57,603071,11122192966.49,11926516478.94,1.661,6.341,8.7102,0.552342,3.523,6.74
彩蝶实业,2023-03-31,17745150.04,19936898.53,603073,125423778.93,162306073.13,0.449,1.435,10.6597,0.152975,12.284,22.72
乐惠国际,2023-03-31,6979213.08,5622598.61,603076,249271337.92,320402586.28,0.425,0.53,10.9027,0.057822,1.755,22.2
和邦生物,2023-03-31,396561190.75,477206214.04,603077,1769492414.83,2394468174.84,0.039,2.029,2.2128,0.044904,19.93,26.1
江化微,2023-03-31,26808458.87,19614193.87,603078,165029702.21,225871619.21,-0.018,1.615,5.5971,0.090372,8.684,26.94
圣达生物,2023-03-31,3491046.45,5877260.37,603079,137553913.06,169278694.33,-0.291,0.262,7.7779,0.020393,3.472,18.74
新疆火炬,2023-03-31,25508739.0,30012119.16,603080,210919629.24,273030039.33,-0.029,1.893,9.5217,0.180274,10.992,22.75
大丰实业,2023-03-31,21344083.14,21776775.85,603081,245897880.13,333388070.26,-0.621,0.742,6.7308,0.052092,6.532,26.24
剑桥科技,2023-03-31,71472455.19,70736514.82,603083,831785747.75,1074143110.71,0.445,3.551,7.6845,0.272836,6.585,22.56
天成自控,2023-03-31,1898566.78,1058824.98,603085,211892538.39,278633676.32,-0.019,0.208,2.2999,0.004781,0.38,23.95
先达股份,2023-03-31,44424279.36,50860536.93,603086,415047637.12,547800695.47,-0.131,1.997,7.1608,0.143021,9.284,24.23
甘李药业,2023-03-31,49223261.29,59826046.76,603087,150830624.26,557999537.96,-0.029,0.51,17.0519,0.08702,10.722,72.97
宁波精达,2023-03-31,37824674.27,43865162.56,603088,83288563.96,156024724.42,0.054,5.564,1.5519,0.086353,28.114,46.62
正裕工业,2023-03-31,-8276335.04,-10526236.99,603089,224589731.54,296847573.73,0.089,-0.755,4.8764,-0.037197,-3.546,24.34
宏盛股份,2023-03-31,15635114.35,19234320.77,603090,114028926.2,152231694.2,0.119,2.834,5.5164,0.156351,12.635,25.1
南华期货,2023-03-31,62327523.45,71939971.03,603093,,1383698321.71,-1.959,1.852,5.5175,0.102165,5.199,
越剑智能,2023-03-31,26089346.74,30080205.2,603095,168620238.46,205641290.07,-0.381,1.011,19.5571,0.197647,14.628,18.0
新经典,2023-03-31,45026614.32,62584406.25,603096,97532214.76,204954704.14,0.046,2.233,12.411,0.277081,30.536,52.41
江苏华辰,2023-03-31,12536305.61,14673128.57,603097,169168000.76,215423296.37,0.035,1.484,5.2783,0.078352,6.811,21.47
森特股份,2023-03-31,22787656.22,27221630.98,603098,827922288.57,984586931.78,-0.524,0.844,5.0097,0.042293,2.765,15.91
长白山,2023-03-31,-4136309.72,-4188896.76,603099,60460486.5,69609047.88,0.022,-0.459,3.3816,-0.015511,-6.018,13.14
川仪股份,2023-03-31,139337976.12,152339017.42,603100,1014925276.74,1559953292.71,-0.251,3.922,8.9939,0.352754,9.766,34.94
汇嘉时代,2023-03-31,90109411.05,101788258.76,603101,449206397.86,739470111.04,0.368,6.486,2.9533,0.191559,13.765,39.25
百合股份,2023-03-31,44783221.82,51434864.07,603102,140892863.94,231965285.09,0.16,3.053,22.9193,0.699738,22.174,39.26
横店影视,2023-03-31,149348209.79,161396191.07,603103,514051354.48,742204655.37,0.498,11.283,2.0871,0.235491,21.746,30.74
芯能科技,2023-03-31,30075853.78,34052301.71,603105,59849190.75,127352218.72,0.076,1.675,3.5906,0.060152,26.739,53.0
恒银科技,2023-03-31,-29676560.16,-34917915.24,603106,131509411.14,118686151.97,-0.111,-2.055,2.7741,-0.057013,-29.42,-10.8
润达医疗,2023-03-31,81035808.45,152155554.2,603108,1590530326.73,2178109255.75,-0.224,2.041,6.6602,0.139827,6.986,26.98
神驰机电,2023-03-31,61382863.49,67246240.26,603109,501548033.41,687454050.8,-0.036,3.556,8.2407,0.293066,9.782,27.04
东方材料,2023-03-31,4474102.33,5925610.02,603110,60187932.4,83580618.23,0.07,0.666,3.3374,0.022234,7.09,27.99
康尼机电,2023-03-31,33269731.33,39653939.59,603111,396498123.49,607315711.02,-0.153,0.914,3.666,0.033495,6.529,34.71
华翔股份,2023-03-31,76572896.58,80707268.91,603112,596444890.28,761361809.87,0.338,3.071,5.3909,0.175157,10.6,21.66
金能科技,2023-03-31,-138740512.0,-162422713.18,603113,3533785802.13,3441807141.3,-0.223,-1.62,9.7365,-0.162253,-4.719,-2.67
海星股份,2023-03-31,12714400.64,14157840.66,603115,365174448.15,434798550.92,-0.1,0.623,8.5313,0.053154,3.256,16.01
红蜻蜓,2023-03-31,21158520.8,28448339.3,603116,378393211.69,604342239.23,0.153,0.662,5.5506,0.036721,4.707,37.39
ST万林,2023-03-31,-140724.62,-1682206.45,603117,101466169.7,123733091.24,-0.045,-0.01,2.1735,-0.000222,-1.36,18.0
共进股份,2023-03-31,76428753.7,73411751.85,603118,1874945697.26,2122971523.89,0.176,1.459,6.602,0.096299,3.458,11.68
华培动力,2023-03-31,42730903.78,52089008.15,603121,228534088.19,292654203.33,-0.173,3.696,3.4153,0.126223,17.799,21.91
合富中国,2023-03-31,9222339.66,14184102.03,603122,211837456.68,267190714.93,-0.286,0.778,2.9771,0.023169,5.309,20.72
翠微股份,2023-03-31,19187802.84,25505628.43,603123,734552885.33,1000080418.89,0.013,0.56,4.2911,0.024023,2.55,26.55
常青科技,2023-03-31,46278194.85,53210484.18,603125,161913283.03,237104283.89,0.396,5.232,,0.320464,22.442,31.71
中材节能,2023-03-31,34718826.95,60036134.25,603126,442065735.62,603219101.04,-0.353,1.677,3.392,0.056869,9.953,26.72
昭衍新药,2023-03-31,187759654.85,214369686.98,603127,178430001.04,369386010.95,-0.026,2.247,15.5971,0.350508,58.034,51.7
华贸物流,2023-03-31,221022974.92,307411480.22,603128,2327991500.98,2948914948.33,0.16,3.669,4.6009,0.168789,10.425,21.06
春风动力,2023-03-31,210305287.64,243394247.12,603129,1895839295.22,2879303603.33,0.811,4.634,30.1632,1.397803,8.453,34.16
云中马,2023-03-31,19189408.75,21748600.99,603130,411257391.49,454318521.35,-1.526,1.517,9.0338,0.137067,4.787,9.48
上海沪工,2023-03-31,6968452.09,6834989.22,603131,160449929.51,203193593.94,-0.159,0.548,3.942,0.021914,3.364,21.04
金徽股份,2023-03-31,41223122.94,48589956.17,603132,95526188.26,205134196.19,0.149,1.295,3.2546,0.04215,23.687,53.43
*ST碳元,2023-03-31,-10092132.62,-10035304.28,603133,30682435.57,30118326.21,-0.013,-3.727,1.2945,-0.048245,-33.32,-1.87
中重科技,2023-03-31,49502166.34,56363798.65,603135,226011568.24,303881724.45,-0.023,1.632,6.74,0.110005,18.548,25.63
天目湖,2023-03-31,19143856.28,29026187.14,603136,69250007.79,120262712.55,0.236,1.586,6.4781,0.102761,24.136,42.42
恒尚节能,2023-03-31,65236047.99,71415146.03,603137,386647007.31,471374843.25,-1.6,10.51,6.33,0.665674,15.15,17.97
海量数据,2023-03-31,-29408804.65,-31391480.59,603138,33731057.32,56043659.6,-0.111,-3.423,3.0345,-0.103866,-56.013,39.81
康惠制药,2023-03-31,8206330.75,8851762.1,603139,80979718.31,123792050.57,-0.077,0.836,9.8311,0.082162,7.151,34.58
万朗磁塑,2023-03-31,28869092.89,33766058.41,603150,314808076.52,440332042.46,-1.81,2.1,16.0809,0.33769,7.668,28.51
邦基科技,2023-03-31,23397265.65,26970881.3,603151,335951805.85,390151205.11,-0.449,1.87,7.4494,0.139269,6.913,13.89
上海建科,2023-03-31,19725146.66,26147645.69,603153,569327967.19,766394872.74,-1.137,0.608,7.9201,0.048126,3.412,25.71
新亚强,2023-03-31,54899215.85,63132523.82,603155,155687258.74,226715678.12,0.331,2.285,10.6516,0.243389,27.847,31.33
养元饮品,2023-03-31,732678191.84,935205573.22,603156,1182547760.28,2228868121.09,-0.329,5.945,9.7393,0.578966,41.959,46.94
腾龙股份,2023-03-31,36999548.0,52879502.95,603158,525250074.64,677321058.41,0.109,1.887,3.9956,0.075386,7.807,22.45
上海亚虹,2023-03-31,4579657.5,5148846.86,603159,76015951.72,94968515.04,0.109,0.946,3.459,0.032712,5.422,19.96
汇顶科技,2023-03-31,-138835793.05,-169593667.77,603160,489124749.81,843912227.92,0.04,-1.811,16.7331,-0.303086,-20.096,42.04
科华控股,2023-03-31,26412585.12,28069450.41,603161,461271644.63,586008702.94,0.822,2.044,9.6886,0.197995,4.79,21.29
海通发展,2023-03-31,76754898.21,79308619.28,603162,252306592.23,334054241.04,0.06,2.164,8.5936,0.185955,23.741,24.47
圣晖集成,2023-03-31,36223388.39,50787062.14,603163,349448605.82,419848138.55,-0.401,3.474,13.0334,0.452792,12.097,16.77
荣晟环保,2023-03-31,81528940.77,81626058.7,603165,469678410.67,541091799.31,0.433,3.939,7.4332,0.292815,15.085,13.2
福达股份,2023-03-31,30496003.2,31635438.37,603166,242468104.08,315179934.32,0.095,1.265,3.7307,0.047192,10.037,23.07
渤海轮渡,2023-03-31,28449818.15,73227715.33,603167,291530367.75,322265281.69,0.146,0.776,7.815,0.060642,22.723,9.54
莎普爱思,2023-03-31,22525376.46,31393451.39,603168,72993385.58,162202066.07,-0.019,1.303,4.642,0.060469,19.355,55.0
兰石重装,2023-03-31,30335934.07,30502933.77,603169,817792308.46,935934726.91,0.06,0.957,2.4275,0.023223,3.259,12.62
宝立食品,2023-03-31,76334346.09,103887907.78,603170,350038859.44,539300670.64,0.15,6.338,3.0107,0.190831,19.263,35.09
税友股份,2023-03-31,32005971.62,30973971.48,603171,122195806.4,330757745.06,-0.69,1.289,6.1195,0.078854,9.365,63.06
福斯达,2023-03-31,35247208.78,38695978.49,603173,266763561.23,339542804.46,-1.036,2.675,8.2359,0.220295,11.396,21.43
汇通集团,2023-03-31,-21916800.77,-21075231.5,603176,380187336.1,453084423.87,-0.195,-2.088,2.1255,-0.046965,-4.652,16.09
德创环保,2023-03-31,1161055.49,831041.84,603177,162608294.05,210712594.71,-0.125,0.301,1.8605,0.005594,0.394,22.83
圣龙股份,2023-03-31,5838306.16,5243323.59,603178,288725048.55,321835241.28,-0.066,0.462,5.3451,0.024695,1.629,10.29
新泉股份,2023-03-31,151533099.28,175782121.97,603179,1742734273.72,2172763496.67,0.24,3.578,8.6905,0.310963,8.09,19.79
金牌厨柜,2023-03-31,32754634.5,30765249.34,603180,407497748.81,574845316.06,-1.546,1.245,17.0608,0.212338,5.352,29.11
皇马科技,2023-03-31,78848564.43,89210290.47,603181,327585053.89,432071366.05,0.07,3.086,4.3406,0.133937,20.647,24.18
嘉华股份,2023-03-31,30954958.83,41884070.22,603182,404322033.02,463772786.86,-0.3,3.099,6.0696,0.188119,9.031,12.82
建研院,2023-03-31,5300072.25,10594810.11,603183,85319293.11,164162055.41,-0.139,0.356,2.9763,0.010582,6.454,48.03
弘元绿能,2023-03-31,676840782.09,761119420.22,603185,2922823481.06,3512722016.51,0.257,5.111,32.2351,1.647626,21.668,16.79
华正新材,2023-03-31,-7797472.38,-18219893.51,603186,671241930.27,757885679.32,-0.713,-0.466,11.436,-0.054907,-2.404,11.43
海容冷链,2023-03-31,116600429.1,140507808.85,603187,648789499.25,890257268.47,0.056,3.092,13.6619,0.422384,15.783,27.12
亚邦股份,2023-03-31,-9170785.94,-19412197.46,603188,212097168.64,219083821.53,0.06,-0.615,2.6155,-0.016084,-8.861,3.19
网达软件,2023-03-31,-14052315.8,-14801140.81,603189,49202104.09,62863294.27,-0.173,-0.82,6.3584,-0.052133,-23.545,21.73
亚通精工,2023-03-31,54588400.4,71057759.93,603190,244248735.72,338927826.05,-0.319,2.737,16.6233,0.454903,20.965,27.93
望变电气,2023-03-31,80339010.37,97007221.1,603191,431884337.63,571650584.29,-0.201,3.421,7.0491,0.241137,16.97,24.45
汇得科技,2023-03-31,12614833.4,15262101.86,603192,518662429.43,585982317.06,-0.483,0.895,10.1634,0.090972,2.605,11.49
公牛集团,2023-03-31,735953763.11,879809550.6,603195,2095476806.14,3334141811.9,2.394,5.594,21.8892,1.224391,26.388,37.15
日播时尚,2023-03-31,12196063.6,16937963.63,603196,98267586.96,247418835.49,-0.052,1.499,3.3961,0.050893,6.846,60.28
保隆科技,2023-03-31,93371359.16,121525788.69,603197,851638820.86,1186869051.08,0.208,3.612,12.3722,0.446916,10.239,28.24
迎驾贡酒,2023-03-31,699934316.98,923943192.26,603198,552187140.54,1916008484.95,0.611,9.175,9.5358,0.874918,48.222,71.18
九华旅游,2023-03-31,61854357.96,82871101.19,603199,80751119.76,192039330.03,0.572,4.738,11.7958,0.558858,43.153,57.95
上海洗霸,2023-03-31,10950025.83,11043052.38,603200,77048193.92,117427338.53,-0.318,1.216,5.1679,0.062825,9.404,34.39
常润股份,2023-03-31,27263434.13,41356603.72,603201,482028608.15,601738494.94,0.863,2.081,16.478,0.342965,6.873,19.89
快克智能,2023-03-31,55056692.62,62040711.94,603203,105481815.31,216349392.2,0.234,3.761,5.8634,0.220536,28.676,51.24
嘉环科技,2023-03-31,33001648.12,36081372.94,603206,723316799.71,838192352.94,-1.636,1.559,6.937,0.108131,4.305,13.71
江山欧派,2023-03-31,58500872.44,65167959.73,603208,534390822.46,682215079.79,-0.246,3.97,10.5407,0.42831,9.552,21.67
兴通股份,2023-03-31,77010501.7,97053273.4,603209,216079581.91,339297865.72,0.383,3.651,10.5467,0.385053,28.604,36.32
晋拓股份,2023-03-31,17110698.4,18037654.71,603211,168897591.1,214325809.98,0.094,1.504,4.185,0.062951,8.416,21.2
赛伍技术,2023-03-31,33189622.92,29115845.09,603212,955837788.66,1040696371.49,-0.725,1.104,6.8307,0.07538,2.798,8.15
镇洋发展,2023-03-31,58646275.69,78449374.93,603213,398985694.86,493931757.28,0.267,3.305,4.0816,0.134881,15.883,19.22
爱婴室,2023-03-31,2680522.05,5718529.63,603214,552196374.07,757513691.2,1.122,0.248,7.6814,0.019076,0.755,27.1
比依股份,2023-03-31,46369330.93,49972728.35,603215,298549215.64,378325446.21,0.671,4.444,5.5895,0.248416,13.209,21.09
梦天家居,2023-03-31,4870037.41,1792199.95,603216,121007234.46,162589665.19,-0.348,0.273,7.9479,0.02173,1.102,25.58
元利科技,2023-03-31,63983411.16,75598301.29,603217,454561068.42,563860331.03,0.437,2.085,14.7367,0.307308,13.407,19.38
日月股份,2023-03-31,131476065.76,156324138.87,603218,853783332.07,1072622446.55,-0.452,1.353,9.4261,0.12752,14.574,20.4
富佳股份,2023-03-31,25320720.97,31887059.31,603219,346717508.11,417359751.98,0.241,1.674,3.7726,0.063144,7.64,16.93
中贝通信,2023-03-31,22856189.47,26056830.66,603220,471700044.94,558704560.57,-1.178,1.286,5.2831,0.06795,4.664,15.57
爱丽家居,2023-03-31,-14882938.22,-21894383.6,603221,144975141.52,160628885.12,-0.203,-1.08,5.743,-0.062012,-13.63,9.75
济民医疗,2023-03-31,33728551.42,47455480.62,603222,117911238.48,222593735.45,0.063,1.937,3.2416,0.062781,21.319,47.03
恒通股份,2023-03-31,28503116.4,31950832.37,603223,839269433.89,883915206.86,0.198,0.77,7.2607,0.055874,3.615,5.05
新凤鸣,2023-03-31,189458791.04,190449874.14,603225,11831001006.59,12509466548.5,-1.584,1.192,10.2164,0.123872,1.522,5.42
菲林格尔,2023-03-31,-13180213.15,-13665167.99,603226,69868772.42,77027489.63,-0.146,-1.332,2.784,-0.037076,-17.741,9.29
雪峰科技,2023-03-31,229090580.4,297546391.87,603227,1430247856.98,1823511481.49,-0.111,6.491,3.6515,0.237014,16.317,21.57
景旺电子,2023-03-31,211499259.97,241323286.21,603228,1768878250.16,2340932582.78,0.596,2.553,9.4136,0.24963,10.309,24.44
奥翔药业,2023-03-31,93672808.45,109002232.05,603229,107933782.97,262549690.48,0.106,4.618,4.7888,0.221124,41.517,58.89
内蒙新华,2023-03-31,141934616.32,142324436.97,603230,276301419.03,517715144.1,-0.34,5.788,6.9365,0.401486,27.491,46.63
格尔软件,2023-03-31,-41651819.83,-41838429.23,603232,36796340.99,68598275.38,0.119,-3.115,5.7378,-0.178729,-60.99,46.36
大参林,2023-03-31,496753444.07,684089734.63,603233,3678466239.78,5946849853.43,0.793,7.399,6.8737,0.523402,11.503,38.14
天新药业,2023-03-31,108598608.8,130730911.51,603235,395953210.32,578115710.93,0.414,2.605,9.5232,0.248067,22.613,31.51
移远通信,2023-03-31,-134907489.28,-132420866.71,603236,2584920623.85,3136793163.68,1.474,-3.746,19.0549,-0.713864,-4.222,17.59
五芳斋,2023-03-31,-63936694.36,-65877126.59,603237,141145979.2,216066125.77,1.547,-3.95,15.756,-0.622297,-30.489,34.67
诺邦股份,2023-03-31,10309364.09,15314569.48,603238,332598623.27,397524531.12,0.302,0.791,7.2833,0.057598,3.852,16.33
浙江仙通,2023-03-31,30371276.15,34129363.45,603239,156813881.99,223798021.5,0.065,2.931,3.8279,0.112187,15.25,29.93
鼎际得,2023-03-31,19013700.88,21372292.82,603255,146102270.06,193403505.14,-0.121,1.246,11.4348,0.14246,11.051,24.46
宏和科技,2023-03-31,-3768638.29,-5431211.06,603256,102241537.7,122261916.55,-0.02,-0.25,1.7013,-0.004259,-4.442,16.37
电魂网络,2023-03-31,47335004.29,48300435.31,603258,30035684.74,155712041.3,0.156,1.934,9.9605,0.192604,31.019,80.71
药明康德,2023-03-31,2168128379.15,2615354834.65,603259,5387881541.14,8963741607.53,1.02,4.382,16.6738,0.730668,29.177,39.89
合盛硅业,2023-03-31,1002729281.42,1307240764.53,603260,3950943977.34,5728645197.37,-1.07,3.147,26.9567,0.848184,22.819,31.03
立航科技,2023-03-31,-5580411.15,-5579061.01,603261,16924655.39,24243085.85,-1.348,-0.641,11.094,-0.071151,-23.013,30.19
天龙股份,2023-03-31,28752351.83,30265423.3,603266,230594060.63,297501050.1,0.434,2.096,6.8958,0.144566,10.173,22.49
鸿远电子,2023-03-31,101598017.8,117861027.76,603267,218095597.16,435416746.31,-0.831,2.473,17.6768,0.437169,27.069,49.91
松发股份,2023-03-31,-21899302.06,-21342960.55,603268,40657955.11,37375543.92,0.035,-12.874,-0.5926,-0.176367,-57.104,-8.78
海鸥股份,2023-03-31,2210396.07,4075943.4,603269,146379087.05,207352604.72,-0.173,0.235,8.3565,0.019645,1.966,29.41
联翔股份,2023-03-31,-4016940.78,-3787895.13,603272,28509312.88,36082019.51,-0.028,-0.621,6.2458,-0.038763,-10.498,20.99
银都股份,2023-03-31,97484819.57,106130416.36,603277,358179506.49,597914841.34,0.385,3.714,6.2407,0.231749,17.75,40.1
大业股份,2023-03-31,33512353.46,37053129.6,603278,1176079902.43,1265768514.11,0.665,1.923,5.6768,0.115635,2.927,7.09
景津装备,2023-03-31,214186365.43,277062091.64,603279,1026172290.89,1467772513.01,-0.052,5.047,7.3599,0.371411,18.876,30.09
南方路机,2023-03-31,7796781.41,5487706.97,603280,125775326.88,166016305.7,0.066,0.663,10.8471,0.071922,3.306,24.24
江瀚新材,2023-03-31,154388156.99,178365035.55,603281,352519113.84,580955839.17,0.21,3.354,17.2614,0.578956,30.702,39.32
亚光股份,2023-03-31,41003851.56,48072230.05,603282,174190152.45,252098980.82,-0.511,3.614,8.4781,0.30641,19.069,30.9
赛腾股份,2023-03-31,72611641.76,79944973.24,603283,422022546.8,714967265.24,0.107,4.118,9.2456,0.380695,11.182,40.97
日盈电子,2023-03-31,2937735.14,2034794.9,603286,135282362.61,162368217.37,-0.289,0.636,5.2434,0.033355,1.253,16.68
海天味业,2023-03-31,1715567769.87,2052239947.38,603288,4403124185.88,6980985131.27,0.23,6.102,6.067,0.370226,29.398,36.93
泰瑞机器,2023-03-31,33761892.01,38900689.82,603289,203928251.11,289711453.07,0.163,2.44,4.6797,0.114168,13.427,29.61
斯达半导,2023-03-31,206186223.02,242579031.21,603290,495897545.73,780064459.72,0.109,3.468,34.8129,1.207171,31.097,36.43
联合水务,2023-03-31,17082569.33,23127803.75,603291,170854324.17,241355771.29,0.112,1.074,3.757,0.040363,9.582,29.21
永新光学,2023-03-31,47384796.49,52953789.22,603297,115371845.41,188173306.31,0.409,2.763,15.5259,0.428909,28.141,38.69
杭叉集团,2023-03-31,292054824.57,367037399.42,603298,3215938149.29,3929226032.62,0.383,3.879,8.0467,0.312164,9.341,18.15
苏盐井神,2023-03-31,205803348.07,254050154.48,603299,1065230950.19,1544319898.19,0.388,3.908,6.7329,0.263105,16.451,31.02
华铁应急,2023-03-31,140338147.73,168983895.55,603300,453716757.84,843489056.95,0.235,2.967,3.4063,0.101076,20.034,46.21
振德医疗,2023-03-31,146461478.2,173717369.29,603301,837466371.47,1300476798.62,-0.771,2.562,21.4535,0.549675,13.358,35.6
得邦照明,2023-03-31,65978806.22,71115525.95,603303,898320345.16,1105713983.05,0.157,1.977,6.9976,0.138336,6.432,18.76
旭升集团,2023-03-31,192838083.14,224690802.46,603305,870712666.39,1173083773.16,0.53,3.32,8.7132,0.289294,19.154,25.78
华懋科技,2023-03-31,28706767.44,34776032.87,603306,306890370.47,419719812.77,0.096,0.894,10.0141,0.089557,8.286,26.88
扬州金泉,2023-03-31,58764594.58,70314382.14,603307,180985182.67,271054824.94,0.632,4.934,17.778,0.877084,25.941,33.23
应流股份,2023-03-31,81484948.87,78112656.35,603308,381202461.34,607344403.39,0.036,1.87,6.3781,0.119279,12.861,37.23
