code,pubdate,statdate,updatedate,resstotalasset,ressnetasset,ressepschgpct,ressroewa,ressepsdiluted,ressgryoy,ressopyoy
sh.601818,2019-01-22,2018-12-31,2019-01-22,4357740000000.0,321487000000.0,-0.046875,11.55,0.61,0.200261,0.010079
sh.601818,2020-01-23,2019-12-31,2020-01-23,4733430000000.0,320075000000.0,0.114754,11.77,0.68,0.20471,0.105221
sh.601818,2021-01-22,2020-12-31,2021-01-22,5368240000000.0,348467000000.0,0.0,10.71,0.68,0.073209,0.008145
sh.601818,2022-01-19,2021-12-31,2022-01-19,5902380000000.0,377658000000.0,0.044118,10.63,0.71,0.07141,0.151544
sh.601825,2022-01-21,2021-12-31,2022-01-21,1158410000000.0,93765900000.0,0.148936,11.39,1.08,0.095665,0.237448
sh.601825,2023-01-20,2022-12-31,2023-01-20,1281400000000.0,101834000000.0,0.055556,11.22,1.14,0.060542,0.123825
sh.601827,2022-02-15,2021-12-31,2022-02-15,21524400000.0,8813790000.0,0.574468,15.04,0.74,0.191651,0.666666
sh.601828,2017-12-25,2016-09-30,2017-12-25,0.0,0.0,-0.221976,0.0,0.0,0.0,-0.252932
sh.601828,2017-12-25,2017-09-30,2017-12-25,95791300000.0,38960500000.0,0.091982,0.0,0.0,0.129083,0.198927
sh.601828,2020-03-31,2019-12-31,2020-03-31,122294000000.0,45714600000.0,0.05,10.25,1.26,0.156565,0.010822
sh.601838,2018-01-30,2017-12-31,2018-01-30,434539000000.0,24952000000.0,0.409568,16.83,1.2,0.125221,0.493728
sh.601838,2019-01-23,2018-12-31,2019-01-23,492085000000.0,31199000000.0,0.083333,16.0,1.3,0.193081,0.096038
sh.601838,2019-07-23,2019-06-30,2019-07-23,534058000000.0,32424000000.0,0.15,7.72,0.69,0.118351,0.209211
sh.601838,2020-01-07,2019-12-31,2020-01-07,558075000000.0,35551000000.0,0.184615,16.64,1.54,0.098447,0.223291
sh.601838,2021-03-05,2020-12-31,2021-03-05,652434000000.0,40034000000.0,0.084416,15.93,1.67,0.147348,0.096728
sh.601838,2022-10-14,2022-09-30,2022-10-14,907543000000.0,57818000000.0,0.316901,13.88,1.87,0.160716,0.359123
sh.601838,2023-02-18,2022-12-31,2023-02-18,917705000000.0,61339000000.0,0.287081,19.48,2.69,0.131414,0.328601
sh.601858,2016-12-28,2015-09-30,2016-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601858,2016-12-28,2016-09-30,2016-12-28,2941560000.0,1973500000.0,0.006312,0.0,0.0,0.193271,0.059792
sh.601860,2018-11-26,2018-09-30,2018-11-26,190377000000.0,10743900000.0,0.03284,0.0,0.0,0.131671,0.036742
sh.601860,2019-01-29,2018-12-31,2019-01-29,193164000000.0,12297000000.0,0.085714,11.96,0.38,0.16593,0.060801
sh.601860,2020-02-04,2019-12-31,2020-02-04,201321000000.0,13748000000.0,0.026316,10.79,0.39,0.105201,0.109608
sh.601860,2021-01-30,2020-12-31,2021-01-30,217664000000.0,14816000000.0,0.0,10.15,0.39,-0.042353,-0.060976
sh.601860,2022-01-29,2021-12-31,2022-01-29,206755000000.0,15998000000.0,0.051282,9.86,0.41,0.005584,0.132522
sh.601860,2022-07-23,2022-06-30,2022-07-23,227430000000.0,16441000000.0,0.15,5.08,0.23,0.026054,0.142012
sh.601860,2023-01-31,2022-12-31,2023-01-31,224718000000.0,17093000000.0,0.073171,9.66,0.44,0.001111,0.069781
sh.601865,2019-01-21,2018-09-30,2019-01-21,6889230000.0,3557460000.0,0.000203,0.0,0.0,0.045194,-0.019286
sh.601865,2019-03-13,2018-12-31,2019-03-13,6953550000.0,3668650000.0,-0.041667,11.79,0.23,0.02417,-0.067362
sh.601865,2020-03-27,2019-12-31,2020-03-27,9392280000.0,4512890000.0,0.608696,17.0,0.37,0.568901,0.844983
sh.601869,2018-07-09,2017-03-31,2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601869,2018-07-09,2018-03-31,2018-07-09,9657880000.0,5588190000.0,0.221187,0.0,0.0,0.352448,0.706579
sh.601869,2020-03-28,2019-12-31,2020-03-28,13775900000.0,8788220000.0,-0.492823,9.45,1.06,-0.31608,-0.47345
sh.601869,2022-03-11,2021-12-31,2022-03-11,19476800000.0,9780300000.0,0.291667,7.56,0.93,0.159889,0.237105
sh.601869,2023-03-09,2022-12-31,2023-03-09,28147000000.0,10148000000.0,0.648936,11.88,1.55,0.450294,0.642061
sh.601872,2020-04-03,2019-12-31,2020-04-03,54817600000.0,25319800000.0,0.421053,7.68,0.27,0.331652,0.556739
sh.601878,2017-06-23,2016-03-31,2017-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601878,2017-06-23,2017-03-31,2017-06-23,54658000000.0,9826640000.0,0.021925,0.0,0.0,0.052753,0.302057
sh.601878,2017-07-18,2017-06-30,2017-07-18,55538800000.0,12849700000.0,0.002391,5.36,0.18,0.463286,-0.015522
sh.601878,2018-02-01,2017-12-31,2018-02-01,52941200000.0,13497400000.0,-0.053458,10.47,0.34,0.703475,-0.147504
sh.601878,2018-07-26,2018-06-30,2018-07-26,56959600000.0,13466000000.0,-0.037878,2.93,0.12,-0.143788,-0.218646
sh.601878,2019-01-19,2018-12-31,2019-01-19,57010700000.0,13665200000.0,-0.352941,5.24,0.22,-0.201432,-0.308205
sh.601878,2020-01-21,2019-12-31,2020-01-21,67440800000.0,14943000000.0,0.318182,6.9,0.29,0.534274,0.324001
sh.601878,2020-07-25,2020-06-30,2020-07-25,80260400000.0,15213800000.0,0.428571,4.34,0.2,0.678267,0.388057
sh.601878,2021-01-27,2020-12-31,2021-01-27,91038100000.0,19348600000.0,0.62069,9.78,0.47,0.875143,0.678937
sh.601878,2021-04-13,2021-03-31,2021-04-13,105391000000.0,19772500000.0,0.2,2.15,0.12,0.730498,0.293476
sh.601878,2021-07-20,2021-06-30,2021-07-20,110555000000.0,23029700000.0,0.2,4.25,0.24,0.588412,0.30412
sh.601878,2021-10-23,2021-09-30,2021-10-23,122355000000.0,23232700000.0,0.4,7.32,0.42,0.703259,0.508361
sh.601878,2022-03-16,2021-12-31,2022-03-16,125251000000.0,23836900000.0,0.234043,9.9,0.58,0.543561,0.330508
sh.601878,2022-07-21,2022-06-30,2022-07-21,126530000000.0,25854900000.0,-0.208333,3.0,0.19,0.046402,-0.165015
sh.601878,2023-03-28,2022-12-31,2023-03-28,136961000000.0,26125300000.0,-0.258621,6.58,0.43,0.02412,-0.271489
sh.601881,2016-12-26,2015-09-30,2016-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601881,2016-12-26,2016-09-30,2016-12-26,240917000000.0,56730700000.0,-0.512053,0.0,0.0,-0.495308,-0.53051
sh.601881,2018-07-27,2018-06-30,2018-07-27,263145000000.0,64494000000.0,-0.077557,2.04,0.13,-0.239238,-0.353547
sh.601881,2020-01-23,2019-12-31,2020-01-23,318077000000.0,70761800000.0,0.785714,7.49,0.5,0.70107,0.826247
sh.601881,2021-01-30,2020-12-31,2021-01-30,446089000000.0,81230200000.0,0.365385,9.84,0.71,0.394364,0.340722
sh.601881,2022-03-09,2021-12-31,2022-03-09,559959000000.0,99050300000.0,0.338028,12.04,0.95,0.510743,0.397415
sh.601882,2017-03-09,2016-12-31,2017-03-09,1916170000.0,1080790000.0,0.009309,6.33,0.13,0.009299,-0.088722
sh.601882,2022-03-11,2021-12-31,2022-03-11,4084340000.0,1645520000.0,1.73077,24.71,0.71,0.673028,1.78951
sh.601888,2015-01-28,2014-12-31,2015-01-28,14882900000.0,10130500000.0,0.163418,15.2,1.49,0.0,0.129365
sh.601888,2016-01-27,2015-12-31,2016-01-27,16020000000.0,11266800000.0,0.141305,15.06,1.647,0.067336,0.073469
sh.601888,2017-01-24,2016-12-31,2017-01-24,17411300000.0,12527500000.0,0.24155,14.74,1.7841,0.100915,0.132135
sh.601888,2017-08-05,2017-06-30,2017-08-05,19420300000.0,12906200000.0,0.10353,10.01,0.6704,91423.3,0.198745
sh.601888,2018-01-27,2017-12-31,2018-01-27,20707200000.0,14032500000.0,0.3609,18.99,1.287,0.221314,0.454541
sh.601888,2018-08-08,2018-06-30,2018-08-08,24417300000.0,14952400000.0,0.316838,12.94,0.9828,0.677703,0.598065
sh.601888,2019-01-24,2018-12-31,2019-01-24,27096000000.0,16297200000.0,0.243867,20.87,1.6123,0.662258,0.423329
sh.601888,2019-08-01,2019-06-30,2019-08-01,27779100000.0,18478600000.0,0.708719,18.51,1.6795,0.154594,0.621148
sh.601888,2020-01-18,2019-12-31,2020-01-18,32615100000.0,19903400000.0,0.503849,25.87,2.3836,0.021378,0.316393
sh.601888,2020-07-17,2020-06-30,2020-07-17,34209100000.0,17862100000.0,-0.717269,4.65,0.4766,-0.220242,-0.768486
sh.601888,2020-10-13,2020-09-30,2020-10-13,38839300000.0,19775000000.0,-0.24927,15.73,1.6206,-0.028089,-0.359254
sh.601888,2021-01-30,2020-12-31,2021-01-30,41973600000.0,22285000000.0,0.32141,29.27,3.1328,0.082394,0.317822
sh.601888,2021-04-14,2021-03-31,2021-04-14,49891000000.0,25190900000.0,-131.277,12.0,1.4591,1.27477,15.0226
sh.601888,2021-07-06,2021-06-30,2021-07-06,49606900000.0,25718700000.0,4.84096,22.04,2.7838,0.838538,6.26767
sh.601888,2022-01-22,2021-12-31,2022-01-22,55289300000.0,29595800000.0,0.562216,37.1,4.9127,0.28654,0.520175
sh.601888,2022-07-28,2022-06-30,2022-07-28,53619000000.0,31171300000.0,-0.265202,12.55,2.0168,-0.221676,-0.377774
sh.601888,2023-02-04,2022-12-31,2023-02-04,75866600000.0,48589400000.0,-0.489341,13.93,2.5249,-0.195234,-0.486291
sh.601898,2022-03-04,2021-12-31,2022-03-04,321500000000.0,113750000000.0,1.22222,12.28,1.0,0.639606,1.06651
sh.601899,2015-02-17,2014-12-31,2015-02-17,75162000000.0,28056600000.0,0.010206,8.47,0.11,0.180076,-0.138924
sh.601899,2016-02-16,2015-12-31,2016-02-16,84184300000.0,27564900000.0,-0.030489,6.12,0.08,0.268983,-0.414328
sh.601899,2016-07-16,2016-06-30,2016-07-16,86977200000.0,26569400000.0,-0.037652,2.01,0.025,3.09102,-0.681307
sh.601899,2017-07-21,2017-06-30,2017-07-21,95108500000.0,32995200000.0,0.04192,5.06,0.069,-0.035132,2.64691
sh.601899,2018-07-21,2018-06-30,2018-07-21,91180400000.0,34969300000.0,0.044185,7.05,0.11,0.327534,0.628365
sh.601901,2016-08-20,2016-06-30,2016-08-20,144452000000.0,34841500000.0,-0.093998,6.1,0.26,-0.116684,-0.312567
sh.601901,2016-10-20,2016-09-30,2016-10-20,145798000000.0,35515400000.0,-0.153285,7.49,0.32,-0.12334,-0.376741
sh.601901,2017-03-21,2016-12-31,2017-03-21,152335000000.0,35439000000.0,-0.180405,7.34,0.31,-0.15445,-0.429317
sh.601901,2017-04-19,2017-03-31,2017-04-19,149594000000.0,35907800000.0,-0.053796,1.13,0.05,0.205329,-0.486359
sh.601901,2017-08-14,2017-06-30,2017-08-14,150099000000.0,36440000000.0,-0.161326,2.29,0.1,-0.338586,-0.593246
sh.601901,2017-10-21,2017-09-30,2017-10-21,156325000000.0,37188400000.0,-0.162123,3.66,0.16,-0.245888,-0.462548
sh.601901,2018-03-21,2017-12-31,2018-03-21,148336000000.0,37428700000.0,-0.135613,3.99,0.18,-0.232923,-0.462594
sh.601901,2018-04-18,2018-03-31,2018-04-18,150043000000.0,37786200000.0,-0.010726,0.84,0.04,-0.022567,-0.237183
sh.601901,2018-08-21,2018-06-30,2018-08-21,154564000000.0,37455800000.0,-0.075116,0.55,0.03,-0.221888,-0.721814
sh.601901,2018-10-20,2018-09-30,2018-10-20,154777000000.0,37953500000.0,-0.101334,1.32,0.06,-0.204184,-0.610979
sh.601901,2019-03-20,2018-12-31,2019-03-20,148222000000.0,37753100000.0,-0.555556,1.76,0.08,-0.04008,-0.485639
sh.601901,2019-04-20,2019-03-31,2019-04-20,149485000000.0,38383200000.0,0.75,1.54,0.07,0.423933,0.804101
sh.601901,2019-08-10,2019-06-30,2019-08-10,155098000000.0,38325000000.0,2.0,2.0,0.09,0.551712,2.11552
sh.601901,2019-10-19,2019-09-30,2019-10-19,141622000000.0,38656700000.0,1.16667,2.8,0.13,0.339523,0.858644
sh.601901,2020-04-15,2020-03-31,2020-04-15,132095000000.0,38719400000.0,-0.285714,0.98,0.05,0.049121,-0.367375
sh.601901,2020-08-19,2020-06-30,2020-08-19,128088000000.0,39056700000.0,-0.111111,1.66,0.08,-0.05445,0.001066
sh.601901,2020-10-21,2020-09-30,2020-10-21,120294000000.0,39926200000.0,0.384615,3.78,0.18,0.15242,0.646655
sh.601901,2021-04-20,2020-12-31,2021-04-20,123257000000.0,39620700000.0,0.083333,2.81,0.13,0.143615,0.446338
sh.601901,2021-04-20,2021-03-31,2021-04-20,138385000000.0,40339000000.0,1.2,2.22,0.11,0.058337,1.34083
sh.601901,2021-07-21,2021-06-30,2021-07-21,143049000000.0,40707800000.0,1.0,3.24,0.16,0.20248,0.820938
sh.601901,2021-10-20,2021-09-30,2021-10-20,148507000000.0,41398500000.0,0.277778,4.76,0.23,0.128234,0.325611
sh.601901,2022-02-23,2021-12-31,2022-02-23,172632000000.0,41376800000.0,0.692308,4.55,0.22,0.151565,0.697716
sh.601901,2022-08-12,2022-06-30,2022-08-12,175550000000.0,42446900000.0,0.0625,3.38,0.17,-0.001004,-0.002715
sh.601901,2023-04-14,2023-03-31,2023-04-14,193621000000.0,43644600000.0,0.166667,1.28,0.07,0.062964,0.241915
sh.601908,2021-03-11,2020-12-31,2021-03-11,17874300000.0,7580600000.0,0.692308,5.98,0.22,0.971513,0.944937
sh.601918,2015-01-21,2014-12-31,2015-01-21,28894100000.0,6705760000.0,-0.765921,-25.6,-0.76,-0.159627,-37.2865
sh.601918,2015-04-18,2015-03-31,2015-04-18,29767800000.0,6241100000.0,-0.108007,-7.58,-0.189,1.09386,-1.66692
sh.601918,2015-07-23,2015-06-30,2015-07-23,30376600000.0,5848730000.0,-0.102568,-14.54,-0.35,-0.227981,-0.458673
sh.601918,2016-04-08,2016-03-31,2016-04-08,30820600000.0,4306870000.0,0.180945,-0.51,-0.008,-0.070488,1.04699
sh.601918,2016-07-12,2016-06-30,2016-07-12,31194200000.0,4377500000.0,0.367172,0.88,0.01,-0.091611,1.1163
sh.601918,2017-01-18,2016-12-31,2017-01-18,31419600000.0,4516640000.0,1.08335,5.56,0.095,0.010234,1.08369
sh.601918,2018-01-30,2017-12-31,2018-01-30,30504200000.0,4690160000.0,-0.0852,0.46,0.01,0.381783,2.58711
sh.601918,2019-01-24,2018-12-31,2019-01-24,29275200000.0,5294590000.0,9.77778,4.96,0.097,0.171597,0.659335
sh.601918,2019-07-13,2019-06-30,2019-07-13,29740100000.0,6104430000.0,-0.033333,12.93,0.29,0.008799,-0.116637
sh.601918,2020-01-22,2019-12-31,2020-01-22,28037400000.0,6115030000.0,1.27723,10.38,0.23,0.052955,0.479566
sh.601918,2021-01-21,2020-12-31,2021-01-21,28476700000.0,6949100000.0,0.468468,12.96,0.326,-0.094173,0.020993
sh.601918,2021-07-14,2021-06-30,2021-07-14,30332000000.0,8123760000.0,10.25,15.32,0.45,0.424376,2.40911
sh.601918,2022-01-15,2021-12-31,2022-01-15,31208300000.0,9373340000.0,1.86544,29.73,0.937,0.490979,1.00724
sh.601918,2023-01-12,2022-12-31,2023-01-12,32920800000.0,11572500000.0,-0.106383,20.91,0.84,-0.035877,0.014913
sh.601919,2021-03-09,2020-12-31,2021-03-09,271926000000.0,43913900000.0,0.446429,25.05,0.81,0.133739,0.154961
sh.601919,2022-03-11,2021-12-31,2022-03-11,413668000000.0,133022000000.0,5.90124,101.15,5.59,0.948476,8.20551
sh.601928,2022-03-15,2021-12-31,2022-03-15,28516800000.0,16096100000.0,0.518743,15.73,0.9521,0.02677,0.539618
sh.601933,2015-01-10,2014-12-31,2015-01-10,15083800000.0,6437230000.0,0.039965,13.9,0.26,4.53545,0.311895
sh.601933,2016-02-02,2015-12-31,2016-02-02,20228100000.0,12234400000.0,-0.060416,5.66,0.16,0.146212,-0.294861
sh.601933,2017-04-11,2017-03-31,2017-04-11,29871600000.0,19937800000.0,0.028387,3.8,0.08,6.30161,0.585463
sh.601933,2017-07-12,2017-06-30,2017-07-12,29112900000.0,19122100000.0,0.039844,5.43,0.11,6.30816,0.529302
sh.601933,2018-02-14,2017-12-31,2018-02-14,33058500000.0,20005200000.0,0.058478,9.26,0.19,6.68797,0.272741
sh.601933,2018-07-14,2018-06-30,2018-07-14,31383500000.0,18507200000.0,-0.011764,4.93,0.1,0.214731,-0.226459
sh.601933,2019-07-23,2019-06-30,2019-07-23,43050600000.0,19953800000.0,0.4,6.71,0.14,0.196993,0.580377
sh.601933,2019-10-22,2019-09-30,2019-10-22,45171500000.0,20505600000.0,0.454545,7.62,0.16,0.205936,0.841148
sh.601949,2017-07-31,2017-03-31,2017-07-31,8752310000.0,4081020000.0,-0.064337,0.0,0.0,0.0,-0.706297
sh.601952,2017-07-18,2017-06-30,2017-07-18,6278620000.0,4910530000.0,0.032252,8.89,0.32,1.8733,0.735715
sh.601952,2018-01-12,2017-12-31,2018-01-12,6582640000.0,5202260000.0,0.05074,13.85,0.59,0.479877,0.671271
sh.601952,2018-07-12,2018-06-30,2018-07-12,6763230000.0,5286290000.0,0.022193,5.6,0.22,0.120355,0.164627
sh.601952,2019-01-15,2018-12-31,2019-01-15,7018030000.0,5592210000.0,-0.022222,11.22,0.44,0.132317,0.127155
sh.601952,2019-07-13,2019-06-30,2019-07-13,7568730000.0,5553080000.0,-0.227273,4.14,0.17,0.493294,-0.168642
sh.601952,2020-01-14,2019-12-31,2020-01-14,8095590000.0,5908040000.0,-0.022727,10.3,0.43,0.634965,0.012607
sh.601952,2020-07-10,2020-06-30,2020-07-10,8374400000.0,5957600000.0,0.352941,5.37,0.23,0.318831,0.337192
sh.601952,2021-01-15,2020-12-31,2021-01-15,8737450000.0,6306170000.0,0.139535,11.04,0.49,0.080258,0.147477
sh.601952,2021-07-13,2021-06-30,2021-07-13,14078900000.0,5361190000.0,0.0,5.98,0.24,0.117546,0.061978
sh.601952,2022-01-13,2021-12-31,2022-01-13,14108800000.0,5777960000.0,0.081633,13.25,0.53,0.227256,0.10621
sh.601952,2022-07-14,2022-06-30,2022-07-14,14906600000.0,5750060000.0,0.041667,5.68,0.25,0.257632,0.083162
sh.601952,2023-01-14,2022-12-31,2023-01-14,14674300000.0,6233720000.0,0.150943,13.46,0.61,0.116157,0.061425
sh.601958,2015-01-22,2014-12-31,2015-03-11,16170800000.0,13166700000.0,0.004401,1.47,0.06,-0.010404,-0.310294
sh.601958,2016-01-30,2015-12-31,2016-01-30,16334700000.0,12824100000.0,-0.049039,0.26,0.011,0.120412,-1.05511
sh.601958,2017-02-07,2016-12-31,2017-02-07,15869400000.0,12723000000.0,0.004954,0.39,0.015,0.064058,6.32674
sh.601958,2018-02-10,2017-12-31,2018-02-10,15926100000.0,12753500000.0,0.016813,0.85,0.03,0.004064,1.57369
sh.601958,2018-08-07,2018-06-30,2018-08-07,15988800000.0,12920700000.0,0.041279,1.16,0.046,-0.197033,12.6473
sh.601958,2019-07-10,2019-06-30,2019-07-10,15993100000.0,13318900000.0,0.826087,2.02,0.084,0.081504,0.747415
sh.601958,2020-01-15,2019-12-31,2020-01-15,15185300000.0,13098100000.0,0.45,4.16,0.174,0.042495,0.248736
sh.601958,2020-07-31,2020-06-30,2020-07-31,15429600000.0,13272900000.0,-0.535714,0.96,0.039,-0.105124,-0.441106
sh.601958,2021-01-30,2020-12-31,2021-01-30,14292300000.0,12281000000.0,-0.722222,1.36,0.05,-0.166564,-0.608626
sh.601958,2021-07-24,2021-06-30,2021-07-24,14241100000.0,11729400000.0,0.871795,1.9,0.073,-0.071055,0.525088
sh.601958,2022-02-09,2021-12-31,2022-02-09,14395100000.0,12018000000.0,1.43333,3.87,0.146,0.052383,1.24152
sh.601958,2022-07-29,2022-06-30,2022-07-29,15226300000.0,12425000000.0,1.69333,5.25,0.202,0.298452,1.85144
sh.601958,2022-10-19,2022-09-30,2022-10-19,15519600000.0,12775400000.0,1.32308,7.79,0.302,0.175365,1.31821
sh.601958,2023-01-11,2022-12-31,2023-01-11,15894400000.0,13209600000.0,1.87333,10.97,0.431,0.200186,1.7065
sh.601963,2022-03-01,2021-12-31,2022-03-01,618954000000.0,47273000000.0,-0.030303,10.99,1.28,0.112431,0.059642
sh.601965,2015-01-13,2014-12-31,2015-01-13,4148520000.0,3534130000.0,-0.005919,12.38,0.65,0.045853,-0.320794
sh.601965,2016-01-23,2015-12-31,2016-01-23,4441000000.0,3780130000.0,-0.102308,8.63,0.33,-0.235877,0.185863
sh.601965,2016-07-21,2016-06-30,2016-07-21,4346660000.0,3790470000.0,0.004794,2.89,0.12,1.5912,0.0772
sh.601965,2017-01-13,2016-12-31,2017-01-13,4754570000.0,4021670000.0,0.032213,8.73,0.36,0.378531,0.046315
sh.601965,2017-07-13,2017-06-30,2017-07-13,4831020000.0,4156990000.0,0.027414,3.35,0.14,0.553603,0.140908
sh.601965,2018-02-03,2017-12-31,2018-02-03,5197760000.0,4239530000.0,0.021493,8.71,0.38,0.454738,0.066423
sh.601965,2019-01-26,2018-12-31,2019-01-26,5721540000.0,4462790000.0,0.051282,9.23,0.41,0.146442,0.091945
sh.601965,2020-01-08,2019-12-31,2020-01-08,6032570000.0,4694870000.0,0.142857,10.14,0.48,-0.001357,0.150665
sh.601965,2021-01-09,2020-12-31,2021-01-09,6644830000.0,5048560000.0,0.208333,11.61,0.58,0.240564,0.225883
sh.601965,2022-01-15,2021-12-31,2022-01-15,7135910000.0,5478240000.0,0.245614,13.56,0.71,0.121266,0.248973
sh.601965,2023-01-11,2022-12-31,2023-01-11,8072400000.0,5949630000.0,0.0,12.41,0.71,-0.142375,-0.010739
sh.601966,2016-06-13,2016-03-31,2016-06-13,16394300000.0,4626830000.0,0.0,0.0,0.0,0.0,0.0
sh.601966,2018-01-26,2017-12-31,2018-01-26,19388400000.0,8687490000.0,0.020394,12.42,0.86,0.536324,0.043589
sh.601966,2018-10-17,2018-09-30,2018-10-17,22529200000.0,9721580000.0,0.136741,9.5,0.74,0.07064,0.212827
sh.601966,2019-02-27,2018-12-31,2019-02-27,25823400000.0,10084200000.0,0.206897,13.3,1.05,0.099404,0.190121
sh.601968,2022-03-15,2021-12-31,2022-03-15,8232400000.0,3584830000.0,0.368421,8.35,0.26,0.204438,0.16204
sh.601969,2016-03-04,2015-12-31,2016-03-04,5779810000.0,4318130000.0,-0.22171,0.23,0.01,-0.3906,-1.04095
sh.601969,2022-03-04,2021-12-31,2022-03-04,10898800000.0,5596210000.0,5.28571,18.73,0.44,0.490421,8.23619
sh.601975,2022-07-22,2022-06-30,2022-07-22,9508810000.0,6300380000.0,1.25,7.17,0.09,0.350916,0.924741
sh.601985,2015-05-25,2014-03-31,2015-05-25,0.0,0.0,0.0,0.0,0.0,0.0,-0.080654
sh.601985,2015-05-25,2015-03-31,2015-05-25,229715000000.0,23640900000.0,0.0,0.0,0.0,0.450556,1.1034
sh.601985,2018-02-02,2017-12-31,2018-02-02,303638000000.0,43441600000.0,0.000183,10.71,0.2886,890152.0,0.526201
sh.601985,2022-03-09,2021-12-31,2022-03-09,409621000000.0,76121800000.0,0.158311,12.04,0.439,0.193027,0.245605
sh.601990,2018-05-02,2017-03-31,2018-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sh.601990,2018-06-12,2017-12-31,2018-06-12,23501500000.0,9366630000.0,0.0,0.0,0.0,0.0,0.0
sh.601990,2018-06-12,2018-03-31,2018-06-12,24210900000.0,9478720000.0,-0.010326,0.0,0.0,-0.105353,-0.18027
sh.601990,2021-01-30,2020-12-31,2021-01-30,44588900000.0,15786800000.0,0.090909,6.74,0.24,0.074897,0.098251
sh.601990,2022-01-28,2021-12-31,2022-01-28,51690500000.0,16462200000.0,0.125,6.16,0.27,0.160164,0.225964
sh.601996,2020-02-19,2019-12-31,2020-02-19,3905550000.0,2786400000.0,0.071429,6.31,0.15,0.216878,0.236081
sh.601996,2021-01-30,2020-12-31,2021-01-30,3844500000.0,2901740000.0,0.066667,6.35,0.16,-0.05647,0.037865
sh.601997,2017-01-26,2016-12-31,2017-01-26,372324000000.0,21161000000.0,0.198466,21.8,1.87,0.345341,0.085538
sh.601997,2018-01-27,2017-12-31,2018-01-27,464018000000.0,24713000000.0,0.380964,19.8,1.97,0.22928,0.2335
sh.601997,2019-02-02,2018-12-31,2019-02-02,503366000000.0,34832000000.0,0.137056,18.88,2.24,0.013785,0.079415
sh.601997,2020-01-23,2019-12-31,2020-01-23,560930000000.0,34041000000.0,-0.2287,17.42,1.72,0.159431,0.147713
sh.601998,2015-01-28,2014-12-31,2015-01-28,4138820000000.0,259677000000.0,0.032423,16.84,0.87,0.192802,0.040547
sh.601998,2016-01-21,2015-12-31,2016-01-21,5124430000000.0,317740000000.0,0.00996,14.55,0.88,0.163707,0.005478
sh.601998,2017-01-12,2016-12-31,2017-01-12,5937440000000.0,344278000000.0,0.009564,12.58,0.85,0.05949,-0.000201
sh.601998,2018-01-30,2017-12-31,2018-01-30,5677690000000.0,364683000000.0,0.019148,11.67,0.84,0.019178,-0.041205
sh.601998,2019-01-12,2018-12-31,2019-01-12,6065490000000.0,436761000000.0,0.047619,11.39,0.88,0.051982,0.041208
sh.601998,2020-01-09,2019-12-31,2020-01-09,6748110000000.0,517309000000.0,0.079545,11.07,0.95,0.13788,0.036386
sh.601998,2021-01-23,2020-12-31,2021-01-23,7511460000000.0,469625000000.0,-0.010526,10.11,0.94,0.0381,0.023093
sh.601998,2022-01-12,2021-12-31,2022-01-12,8041420000000.0,511362000000.0,0.148936,10.73,1.08,0.050459,0.134098
sh.601998,2023-01-13,2022-12-31,2023-01-13,8549080000000.0,550505000000.0,0.083333,10.79,1.17,0.033365,0.117906
sh.601999,2016-07-26,2016-06-30,2016-07-26,2892000000.0,1890770000.0,0.043487,2.69,0.09,1.75032,1.70366
sz.000001,2019-01-04,2018-12-31,2019-01-04,3420750000000.0,220088000000.0,0.069231,11.49,1.39,0.103322,0.068888
sz.000001,2020-01-14,2019-12-31,2020-01-14,3939070000000.0,273035000000.0,0.107914,11.3,1.54,0.181997,0.123325
sz.000001,2022-01-14,2021-12-31,2022-01-14,4921380000000.0,325504000000.0,0.235714,10.85,1.73,0.10317,0.245902
sz.000001,2023-01-17,2022-12-31,2023-01-17,5321510000000.0,364736000000.0,0.271676,12.36,2.2,0.062061,0.249864
sz.000004,2015-04-16,2014-12-31,2015-04-16,338283000.0,80275800.0,0.057573,4.85,0.0453,0.342357,0.819265
sz.000004,2016-04-15,2015-12-31,2016-04-15,398674000.0,81523200.0,-0.030416,1.54,0.0149,0.232865,1.6639
sz.000004,2018-04-14,2017-12-31,2018-04-14,268844000.0,129389000.0,-0.365966,6.85,0.102,-0.518178,-0.829438
sz.000004,2019-04-15,2018-12-31,2019-04-15,351177000.0,109236000.0,-3.36667,-16.99,-0.2414,1.64685,-3.71239
