code,pubdate,statdate,updatedate,resstotalasset,ressnetasset,ressepschgpct,ressroewa,ressepsdiluted,ressgryoy,ressopyoy
sh.600392,2015-07-31,2015-06-30,2015-07-31,1891550000.0,1276870000.0,0.037658,1.71,0.0575,0.0,0.410602
sh.600392,2016-01-30,2015-12-31,2016-01-30,2294880000.0,1208050000.0,-0.183221,1.57,0.0211,0.0,-0.84769
sh.600392,2017-03-02,2016-12-31,2017-03-02,2517150000.0,1192910000.0,-0.05545,-2.76,-0.03,0.24858,-3.93068
sh.600393,2020-04-30,2019-12-31,2020-04-30,16441300000.0,6064740000.0,-0.363636,2.98,0.07,0.404923,0.0
sh.600398,2018-03-12,2017-12-31,2018-03-12,25098300000.0,11177300000.0,0.045902,32.51,0.74,16.6276,0.070421
sh.600398,2018-08-16,2018-06-30,2018-08-16,24660400000.0,11077300000.0,0.042474,16.93,0.46,0.082302,0.108923
sh.600408,2016-07-16,2016-06-30,2016-07-16,6482440000.0,1201130000.0,-0.110035,-25.27,-0.34,-0.141903,-0.014964
sh.600409,2016-02-17,2015-12-31,2016-02-17,20314800000.0,6350460000.0,-0.034481,6.63,0.2234,3.4014,-0.158471
sh.600409,2022-02-17,2021-12-31,2022-02-17,25989100000.0,12802600000.0,1.32988,13.77,0.8094,0.303818,1.7015
sh.600410,2018-07-26,2018-06-30,2018-07-26,11442800000.0,4848180000.0,-0.127932,0.24,0.01,-0.112503,-0.808556
sh.600415,2022-03-08,2021-12-31,2022-03-08,30982500000.0,14602300000.0,0.411765,9.33,0.24,0.619525,0.158941
sh.600416,2016-01-22,2015-12-31,2016-01-22,18496800000.0,3841920000.0,0.008238,1.7,0.08,1.82258,2.26038
sh.600418,2015-03-20,2014-12-31,2015-03-20,26864200000.0,7000100000.0,-0.302396,7.69,0.41,0.063413,-0.791365
sh.600419,2017-07-27,2017-06-30,2017-07-27,1341010000.0,797526000.0,0.084974,7.8,0.578,0.0,0.297802
sh.600420,2015-01-16,2014-12-31,2015-01-16,3786360000.0,1185810000.0,0.194891,17.33,0.6564,0.166578,0.4185
sh.600420,2016-01-29,2015-12-31,2016-01-29,4117750000.0,1320210000.0,0.074536,17.0,0.7348,-0.021298,0.341096
sh.600420,2016-07-26,2016-06-30,2016-07-26,4268730000.0,1402810000.0,-0.118134,6.47,0.3085,2.22238,-0.248394
sh.600420,2017-01-21,2016-12-31,2017-01-21,15033000000.0,5680840000.0,-0.192595,10.95,1.6494,2.40413,-0.053731
sh.600420,2017-07-20,2017-06-30,2017-07-20,15144000000.0,5916980000.0,0.060729,6.1,0.3219,2.34861,0.068478
sh.600420,2018-01-23,2017-12-31,2018-01-23,15093800000.0,6094540000.0,0.018456,8.48,0.4482,0.00207,0.023766
sh.600420,2018-07-24,2018-06-30,2018-07-24,16364900000.0,6530760000.0,0.047866,6.43,0.3698,0.277412,0.051052
sh.600420,2019-01-23,2018-12-31,2019-01-23,16494900000.0,6777000000.0,0.376936,10.93,0.64,0.332479,0.375679
sh.600420,2019-07-24,2019-06-30,2019-07-24,18381900000.0,7330590000.0,-0.046782,5.34,0.3525,0.068701,-0.090881
sh.600420,2020-01-15,2019-12-31,2020-01-15,17595200000.0,7594950000.0,-0.023835,9.14,0.6307,0.077614,-0.214799
sh.600420,2020-07-17,2020-06-30,2020-07-17,17830600000.0,7812200000.0,-0.097872,4.21,0.318,-0.006958,-0.195487
sh.600420,2021-01-27,2020-12-31,2021-01-27,18287700000.0,8128290000.0,0.007368,8.22,0.6289,0.029485,-0.009425
sh.600420,2021-07-15,2021-06-30,2021-07-15,19806000000.0,8452240000.0,0.304717,5.12,0.4149,0.22864,0.0
sh.600420,2022-01-15,2021-12-31,2022-01-15,19051700000.0,8592000000.0,-0.125356,6.79,0.5526,0.110619,-0.13673
sh.600420,2022-07-22,2022-06-30,2022-07-22,19097400000.0,8712090000.0,-0.479152,2.55,0.2161,-0.163141,-0.337099
sh.600420,2023-01-14,2022-12-31,2023-01-14,19648800000.0,10304600000.0,0.102458,7.08,0.6101,-0.070905,0.075553
sh.600422,2016-08-06,2016-06-30,2016-08-06,4995370000.0,3394530000.0,0.034335,7.34,0.3149,3.10311,0.129761
sh.600425,2016-08-02,2016-06-30,2016-08-02,11084700000.0,4401530000.0,0.044557,-3.815,-0.124,2.95539,0.208122
sh.600426,2022-03-01,2021-12-31,2022-03-01,28653000000.0,22256000000.0,3.03765,38.56,3.432,1.0318,3.00564
sh.600428,2015-01-16,2014-12-31,2015-01-16,17894700000.0,6527500000.0,0.094864,3.0,0.114,0.029698,1.10141
sh.600428,2015-04-10,2015-03-31,2015-04-10,18065600000.0,6791830000.0,0.157741,3.81,0.15,0.124553,40.4231
sh.600428,2015-07-10,2015-06-30,2015-07-10,17306800000.0,6886830000.0,0.225012,5.83,0.232,0.016635,28.8475
sh.600428,2015-10-16,2015-09-30,2015-10-16,17269000000.0,6945170000.0,0.103112,5.43,0.217,-0.02173,61.6488
sh.600428,2016-02-06,2015-12-31,2016-02-06,17947400000.0,6670660000.0,-0.029569,2.25,0.087,-0.107159,30.9626
sh.600428,2016-04-14,2016-03-31,2016-04-14,20447900000.0,9130470000.0,-0.117676,0.01,0.0005,-0.275362,-0.969215
sh.600428,2016-07-11,2016-06-30,2016-07-11,20770000000.0,9186240000.0,-0.180466,0.05,0.002,-0.217935,-0.976771
sh.600428,2016-10-14,2016-09-30,2016-10-14,20768400000.0,9233030000.0,-0.155076,0.37,0.016,-0.194085,-1.11639
sh.600428,2017-01-21,2016-12-31,2017-01-21,21278100000.0,9355400000.0,-0.049615,0.43,0.019,-0.140096,-1.21545
sh.600428,2017-04-12,2017-03-31,2017-04-12,20991200000.0,9363000000.0,0.004723,0.12,0.005,0.178511,2.10868
sh.600428,2017-07-11,2017-06-30,2017-07-11,21315400000.0,9372370000.0,0.0316,0.77,0.034,0.166377,11.9691
sh.600428,2017-10-13,2017-09-30,2017-10-13,20890100000.0,9401740000.0,0.059844,1.72,0.075,0.151186,5.24883
sh.600428,2018-01-16,2017-12-31,2018-01-16,21249500000.0,9504760000.0,0.088661,2.55,0.112,0.106324,11.1217
sh.600428,2018-07-10,2018-06-30,2018-07-10,21388000000.0,9543390000.0,-0.006011,0.62,0.028,0.026601,-0.49574
sh.600428,2019-01-31,2018-12-31,2019-01-31,21662100000.0,9575590000.0,-0.648649,0.88,0.039,0.164,-0.793147
sh.600428,2019-07-24,2019-06-30,2019-07-24,21981100000.0,9678630000.0,0.642857,1.03,0.046,0.171821,0.837858
sh.600428,2019-10-12,2019-09-30,2019-10-12,22171200000.0,9821210000.0,0.133333,1.51,0.068,0.102419,1.30497
sh.600428,2020-07-13,2020-06-30,2020-07-13,22478300000.0,9759840000.0,-0.26087,0.74,0.034,-0.039148,-0.468291
sh.600428,2020-10-17,2020-09-30,2020-10-17,22219400000.0,9707290000.0,-0.073529,1.4,0.063,-0.093306,-0.508181
sh.600428,2022-07-13,2022-06-30,2022-07-13,23725500000.0,10000400000.0,1.29412,3.4,0.156,0.615525,1.2185
sh.600435,2019-02-28,2018-12-31,2019-02-28,4967600000.0,2124490000.0,0.0,2.28,0.03,0.0224,0.091641
sh.600436,2015-01-21,2014-12-31,2015-01-21,3765650000.0,3018500000.0,0.061655,16.66,2.73,0.014763,0.023479
sh.600436,2016-01-27,2015-12-31,2016-01-27,4063890000.0,3153900000.0,0.065099,15.46,1.16,0.322405,0.079355
sh.600436,2017-01-20,2016-12-31,2017-01-20,5000650000.0,3465800000.0,0.12442,16.43,0.9,0.208374,0.130965
sh.600436,2017-07-18,2017-06-30,2017-07-18,5017560000.0,3759750000.0,0.212027,11.68,0.72,2.18226,0.391537
sh.600436,2018-02-07,2017-12-31,2018-02-07,5606970000.0,4120750000.0,0.421702,20.78,1.31,0.625576,0.495648
sh.600436,2018-07-18,2018-06-30,2018-07-18,6114090000.0,4429610000.0,0.30787,14.03,1.03,0.371531,0.424447
sh.600436,2019-02-12,2018-12-31,2019-02-12,6584920000.0,4929550000.0,0.395522,24.93,1.87,0.291898,0.401285
sh.600436,2019-07-16,2019-06-30,2019-07-16,7920060000.0,6081530000.0,0.205882,13.73,1.23,0.20362,0.230465
sh.600436,2020-01-18,2019-12-31,2020-01-18,8751110000.0,6567920000.0,0.206349,24.68,2.28,0.205443,0.237469
sh.600436,2020-07-15,2020-06-30,2020-07-15,9027300000.0,6983100000.0,0.153226,12.2,1.43,0.12152,0.154068
sh.600436,2021-01-20,2020-12-31,2021-01-20,10216200000.0,7880150000.0,0.210526,22.97,2.76,0.137191,0.203981
sh.600436,2021-07-17,2021-06-30,2021-07-17,10929500000.0,8443970000.0,0.293706,13.32,1.85,0.185583,0.302313
sh.600436,2022-01-20,2021-12-31,2022-01-20,12573100000.0,9766860000.0,0.454874,27.6,4.03,0.232701,0.465284
sh.600436,2022-07-19,2022-06-30,2022-07-19,13552400000.0,10950900000.0,0.178378,12.72,2.18,0.149122,0.187308
sh.600436,2023-01-31,2022-12-31,2023-01-31,14490900000.0,11328900000.0,0.014888,23.47,4.09,0.083638,0.028428
sh.600438,2021-04-06,2020-12-31,2021-04-06,64251900000.0,30541400000.0,0.264515,16.13,0.8581,0.176944,0.509176
sh.600438,2022-02-14,2021-12-31,2022-02-14,88301000000.0,37470000000.0,1.12353,24.25,1.8222,0.506833,1.30957
sh.600438,2022-10-21,2022-09-30,2022-10-21,134728000000.0,56722000000.0,2.65538,44.94,4.8273,1.18595,3.17769
sh.600439,2017-08-08,2017-06-30,2017-08-08,4367280000.0,2371280000.0,0.025612,4.43,0.093,0.419363,0.293861
sh.600449,2015-02-13,2014-12-31,2015-02-13,8129910000.0,4236110000.0,-0.061182,6.47,0.57,43.3524,-0.081318
sh.600449,2015-10-17,2015-09-30,2015-10-17,7932520000.0,4175540000.0,-0.537158,0.51,0.04,-0.221475,-1.15325
sh.600449,2016-07-21,2016-06-30,2016-07-21,7842730000.0,4117160000.0,0.001427,-1.0,-0.09,36.0147,0.462854
sh.600449,2021-03-06,2020-12-31,2021-03-06,8266200000.0,6316650000.0,0.254658,16.35,2.02,0.066634,0.233613
sh.600449,2022-03-10,2021-12-31,2022-03-10,9251450000.0,6759240000.0,-0.168317,12.41,1.68,0.131724,-0.148413
sh.600452,2015-04-15,2015-03-31,2015-04-15,1016350000.0,663040000.0,0.726617,22.77,0.85,0.058771,5.48323
sh.600452,2015-07-14,2015-06-30,2015-07-14,1041350000.0,631485000.0,0.626043,23.44,0.85,0.061713,2.71426
sh.600452,2015-10-14,2015-09-30,2015-10-14,1155180000.0,667097000.0,0.718783,28.12,1.05,0.02526,2.10747
sh.600452,2016-01-27,2015-12-31,2016-01-27,1214040000.0,694290000.0,0.713392,31.51,1.16,-0.014713,2.50953
sh.600452,2017-01-12,2016-12-31,2017-01-12,3742640000.0,891232000.0,-0.114594,22.21,1.05,0.332064,-0.078321
sh.600452,2017-04-07,2017-03-31,2017-04-07,3798150000.0,959903000.0,0.195066,5.96,0.35,0.0,0.977954
sh.600452,2017-07-07,2017-06-30,2017-07-07,3956890000.0,1006580000.0,0.223744,11.55,0.69,0.0,0.390757
sh.600452,2018-01-19,2017-12-31,2018-01-19,4118870000.0,1134690000.0,0.367026,22.37,1.42,0.237413,0.300324
sh.600452,2019-01-09,2018-12-31,2019-01-09,4732110000.0,1467310000.0,0.544554,26.85,1.56,0.188063,0.591124
sh.600456,2022-04-01,2021-12-31,2022-04-01,11756700000.0,6038410000.0,0.402895,9.5855,1.1825,0.209407,0.448022
sh.600466,2015-03-14,2014-12-31,2015-03-14,744390000.0,598154000.0,-0.022659,2.13,0.0287,1.77696,-0.410086
sh.600466,2016-01-19,2015-12-31,2016-01-19,54457400000.0,9029490000.0,-0.013758,10.88,0.413,43.6108,0.144557
sh.600466,2021-02-09,2020-12-31,2021-02-09,257223000000.0,18812900000.0,0.009584,21.6,1.0639,0.163231,-0.051758
sh.600469,2018-07-20,2018-06-30,2018-07-20,7816230000.0,1826260000.0,0.038405,-4.85,-0.16,-0.163567,0.249095
sh.600469,2018-10-13,2018-09-30,2018-10-13,7815360000.0,1919530000.0,0.359905,0.1,0.003,-0.170905,1.04015
sh.600479,2015-03-20,2014-12-31,2015-03-20,2219020000.0,1121530000.0,-0.061036,9.64,0.345,2.19979,-0.128438
sh.600479,2016-03-11,2015-12-31,2016-03-11,2735040000.0,1647320000.0,-0.03335,7.18,0.2926,0.096552,-0.26373
sh.600479,2018-01-25,2017-12-31,2018-01-25,3310920000.0,1879140000.0,0.17406,11.59,0.6025,3.91104,0.512203
sh.600479,2019-01-23,2018-12-31,2019-01-23,3497930000.0,2028110000.0,0.225624,13.02,0.6084,0.04717,0.143161
sh.600479,2020-01-18,2019-12-31,2020-01-18,3730090000.0,2177940000.0,0.151917,13.51,0.7029,0.05909,0.276774
sh.600479,2021-01-21,2020-12-31,2021-01-21,4231530000.0,2265620000.0,0.005973,13.32,0.7074,0.028817,-0.020926
sh.600479,2022-01-15,2021-12-31,2022-01-15,4072440000.0,2150210000.0,0.016202,13.67,0.7213,0.010596,0.027711
sh.600480,2015-01-24,2014-12-31,2015-01-24,7516610000.0,2018820000.0,0.012199,7.04,0.38,3.2948,0.285099
sh.600480,2017-02-15,2016-12-31,2017-02-15,10028000000.0,3492400000.0,0.154513,6.08,0.46,5.29847,0.238917
sh.600480,2018-07-14,2018-06-30,2018-07-14,13293500000.0,3956950000.0,-0.127233,4.56,0.39,0.091187,-0.126983
sh.600480,2022-03-09,2021-12-31,2022-03-09,16655500000.0,4833110000.0,1.76923,5.75,0.36,0.163242,0.384684
sh.600481,2022-02-22,2021-12-31,2022-02-22,8977580000.0,2408340000.0,1.26928,13.6,0.1913,0.848738,1.52615
sh.600481,2023-04-14,2022-12-31,2023-04-14,21942600000.0,6829200000.0,2.03684,22.11,0.577,2.77995,2.07427
sh.600482,2015-01-17,2014-12-31,2015-01-17,4336880000.0,2082410000.0,0.048746,7.11,0.27,0.010828,0.223433
sh.600482,2015-04-16,2015-03-31,2015-04-16,4274000000.0,2099650000.0,-0.000575,1.78,0.071,0.006329,0.131886
sh.600482,2015-07-11,2015-06-30,2015-07-11,4153040000.0,2117280000.0,0.050087,4.67,0.19,0.075278,0.480783
sh.600482,2016-02-23,2015-12-31,2016-02-23,4325150000.0,2223650000.0,0.052027,8.0,0.32,0.000497,0.247585
sh.600482,2017-04-25,2017-03-31,2017-04-25,39622800000.0,25680700000.0,0.007235,0.89,0.13,2.19299,0.066056
sh.600483,2018-07-24,2018-06-30,2018-07-24,23583700000.0,10600000000.0,0.071947,3.8,0.26,0.558018,0.282941
sh.600483,2018-10-10,2018-09-30,2018-10-10,24394100000.0,10931700000.0,0.155927,6.84,0.48,0.404847,0.48836
sh.600483,2021-04-01,2020-12-31,2021-04-01,34539800000.0,15500100000.0,0.125,10.62,0.9,-0.03901,0.13233
sh.600483,2022-10-21,2022-09-30,2022-10-21,47186500000.0,18787400000.0,0.413793,8.69,0.82,0.01848,0.46661
sh.600486,2017-02-28,2016-12-31,2017-02-28,5700480000.0,3560210000.0,-0.051066,13.35,1.417,0.499271,-0.072848
sh.600489,2020-04-30,2019-12-31,2020-04-30,40034000000.0,13734700000.0,-0.08,1.39,0.0552,0.130936,0.0
sh.600495,2015-03-21,2014-12-31,2015-03-21,4267570000.0,3050310000.0,0.038715,4.68,0.21,1.47325,0.994201
sh.600496,2015-04-02,2014-12-31,2015-04-02,9789060000.0,3370870000.0,0.064329,11.0,0.47,9.14279,0.0095
sh.600496,2021-03-06,2020-12-31,2021-03-06,15845500000.0,6846480000.0,0.578636,11.08,0.3473,0.126653,0.677086
sh.600496,2022-03-11,2021-12-31,2022-03-11,18388000000.0,7527340000.0,-0.013714,9.66,0.3452,0.326355,0.07071
sh.600497,2017-07-15,2017-06-30,2017-07-15,32176400000.0,9368000000.0,0.122564,5.94,0.126,2.52136,18.6914
sh.600497,2022-07-22,2022-06-30,2022-07-22,28538400000.0,15336400000.0,0.702472,6.61,0.1997,0.037307,0.628027
sh.600498,2019-03-12,2018-12-31,2019-03-12,28943300000.0,9983070000.0,-0.038462,8.63,0.75,0.151032,0.001524
sh.600499,2022-02-15,2021-12-31,2022-02-15,16266100000.0,6875310000.0,2.29518,16.18,0.547,0.314266,1.71869
sh.600499,2023-04-10,2022-12-31,2023-04-10,21152400000.0,11388500000.0,3.17977,46.8,2.232,0.138875,2.64599
sh.600501,2015-02-07,2014-12-31,2015-02-07,4102810000.0,1253940000.0,0.124832,7.09,0.22,0.134156,1.62137
sh.600502,2016-03-03,2015-12-31,2016-03-03,13574000000.0,2614910000.0,0.047486,13.52,0.5,0.261257,-0.087809
sh.600502,2019-07-27,2019-06-30,2019-07-27,80849800000.0,9235210000.0,0.352941,4.27,0.23,0.165049,0.7111
sh.600502,2020-07-30,2020-06-30,2020-07-30,94567000000.0,8830510000.0,0.173913,5.4,0.27,0.242781,0.161123
sh.600502,2021-04-21,2021-03-31,2021-04-21,111021000000.0,10522100000.0,3.25,2.78,0.17,1.12674,3.07088
sh.600502,2021-07-28,2021-06-30,2021-07-28,113577000000.0,10630000000.0,0.296296,5.71,0.35,0.340445,0.28558
sh.600502,2022-08-08,2022-06-30,2022-08-08,133552000000.0,11648300000.0,0.090909,5.19,0.36,0.064272,-0.032162
sh.600505,2017-01-20,2016-12-31,2017-01-20,2421570000.0,1035480000.0,-0.01294,5.97,0.1659,0.128334,0.305248
sh.600507,2021-03-06,2020-12-31,2021-03-06,13715400000.0,9093380000.0,-0.161017,28.78,0.99,0.078789,0.306285
sh.600512,2022-02-22,2021-12-31,2022-02-22,11765400000.0,6021770000.0,0.342105,14.35,0.51,0.186448,0.297054
sh.600516,2015-04-09,2014-12-31,2015-04-09,9583480000.0,5745010000.0,0.025079,4.91,0.1624,0.735128,-0.082237
sh.600516,2022-03-16,2021-12-31,2022-03-16,18502600000.0,14764100000.0,1.07143,7.18,0.29,0.314367,3.70836
sh.600516,2023-03-08,2022-12-31,2023-03-08,20172900000.0,15677000000.0,-0.172414,5.88,0.24,0.161789,-0.092042
sh.600517,2019-04-11,2018-12-31,2019-04-11,8904740000.0,3425690000.0,-0.944444,0.56,0.01,-0.139718,-0.953078
sh.600517,2021-03-22,2020-12-31,2021-03-22,39680000000.0,17269900000.0,20.0,7.45,0.21,0.064221,0.357582
sh.600518,2020-04-30,2019-12-31,2020-04-30,65486300000.0,21810100000.0,-24.125,-17.08,-0.74,-0.360728,0.0
sh.600519,2019-07-13,2019-06-30,2019-07-13,0.0,0.0,0.0,0.0,0.0,0.168746,0.0
sh.600521,2017-07-27,2017-06-30,2017-07-27,7470150000.0,4502940000.0,0.034897,6.51,0.28,0.577709,0.106821
sh.600521,2018-02-08,2017-12-31,2018-02-08,8260710000.0,4872500000.0,0.127061,13.46,0.61,0.621632,0.536659
sh.600521,2021-04-09,2020-12-31,2021-04-09,12998400000.0,6512960000.0,0.422222,15.61,0.64,0.203619,0.560644
sh.600521,2022-04-19,2021-12-31,2022-04-19,15467900000.0,6558600000.0,-0.46875,7.4,0.34,0.024419,-0.325202
sh.600521,2023-04-17,2022-12-31,2023-04-17,18125300000.0,7545180000.0,1.38235,16.54,0.81,0.244172,0.784082
sh.600522,2019-02-13,2018-12-31,2019-02-13,32129900000.0,19340600000.0,0.191851,11.48,0.702,0.259174,0.211661
sh.600522,2023-04-11,2022-12-31,2023-04-11,48670200000.0,29996800000.0,15.5263,11.16,0.942,-0.130966,13.0521
sh.600527,2015-07-21,2015-06-30,2015-07-21,1822630000.0,1698850000.0,-0.088313,0.43,0.01,-0.014868,-0.804506
sh.600533,2020-04-21,2019-12-31,2020-04-21,20595600000.0,3953900000.0,0.369513,7.76,0.2839,-0.014738,0.13495
sh.600545,2020-04-30,2019-12-31,2020-04-30,13205600000.0,4944110000.0,-0.245848,12.71,0.3224,-0.069486,0.0
sh.600546,2022-03-04,2021-12-31,2022-03-04,46557700000.0,11839900000.0,4.95238,43.64,2.5,0.358958,4.5914
sh.600547,2015-03-17,2014-12-31,2015-03-17,22593200000.0,9225520000.0,-0.195166,9.61,0.6,35.7939,-0.225834
sh.600547,2020-03-28,2019-12-31,2020-03-28,58163500000.0,23114200000.0,0.105263,5.49,0.42,0.113306,0.262942
sh.600549,2015-01-17,2014-12-31,2015-01-17,17309200000.0,7439250000.0,-0.021007,10.28,0.6482,0.022293,-0.078816
sh.600549,2015-07-18,2015-06-30,2015-07-18,16237700000.0,7311710000.0,-0.097975,0.46,0.0315,0.133782,-0.47232
sh.600549,2016-01-19,2015-12-31,2016-01-19,16018500000.0,6667900000.0,-0.990886,-8.9846,-0.583,-0.235429,-1.46289
sh.600549,2016-04-12,2016-03-31,2016-04-12,16349400000.0,6653980000.0,-0.004053,0.3113,0.0191,1.40107,-0.356213
sh.600549,2016-07-06,2016-06-30,2016-07-06,15667300000.0,6494640000.0,0.031804,1.03,0.0633,-0.207298,-0.235255
sh.600549,2017-01-17,2016-12-31,2017-01-17,15514000000.0,6486190000.0,0.745648,2.19,0.1331,0.097028,1.60573
sh.600549,2017-04-11,2017-03-31,2017-04-11,16235900000.0,6622380000.0,0.102178,2.0,0.1213,0.612548,4.85601
sh.600549,2017-07-29,2017-06-30,2017-07-29,17427800000.0,6725360000.0,0.355612,6.75,0.4189,0.766182,4.54656
sh.600549,2018-01-09,2017-12-31,2018-01-09,18866700000.0,6902530000.0,0.439133,9.35,0.5771,0.677328,2.55401
sh.600549,2018-04-18,2018-03-31,2018-04-18,20406600000.0,6933610000.0,-0.093032,0.43,0.0278,0.428109,-0.643696
sh.600549,2018-07-17,2018-06-30,2018-07-17,22089000000.0,7040020000.0,-0.084223,4.77,0.2376,0.401733,-0.11449
sh.600549,2019-01-18,2018-12-31,2019-01-18,22493600000.0,7220690000.0,-0.198045,7.06,0.3527,0.378138,-0.158534
sh.600549,2019-04-13,2019-03-31,2019-04-13,23606500000.0,7226030000.0,-1.87383,-0.36,-0.0187,0.116768,-0.528754
sh.600549,2019-07-16,2019-06-30,2019-07-16,23555000000.0,7182860000.0,-0.768098,1.07,0.0551,-0.032252,-0.674942
sh.600549,2020-01-21,2019-12-31,2020-01-21,23351500000.0,7373070000.0,-0.46484,3.64,0.1895,-0.109602,-0.417716
sh.600549,2020-07-16,2020-06-30,2020-07-16,23411200000.0,7497440000.0,2.00909,3.11,0.1655,-0.054824,1.54887
sh.600549,2021-01-21,2020-12-31,2021-01-21,25116100000.0,7625330000.0,1.36167,8.19,0.4362,0.087388,0.999121
sh.600549,2021-07-20,2021-06-30,2021-07-20,28028700000.0,8099230000.0,1.93072,8.67,0.4865,0.794819,1.1542
sh.600549,2022-02-15,2021-12-31,2022-02-15,32460600000.0,8959650000.0,0.920101,14.39,0.8387,0.679124,0.765037
sh.600549,2022-07-16,2022-06-30,2022-07-16,37457300000.0,9937500000.0,0.326581,9.09,0.6483,0.698524,0.410371
sh.600549,2023-01-20,2022-12-31,2023-01-20,39850100000.0,10011300000.0,0.235946,15.16,1.0377,0.513408,0.316449
sh.600556,2020-03-28,2019-12-31,2020-03-28,1955320000.0,973532000.0,-3.11111,18.24,0.19,0.634709,0.625474
sh.600556,2021-03-31,2020-12-31,2021-03-31,4218590000.0,3301110000.0,-0.105263,18.28,0.17,0.547761,0.316539
sh.600557,2020-08-04,2020-06-30,2020-08-04,6059160000.0,4033180000.0,-0.414634,3.6,0.24,-0.316212,-0.227535
sh.600566,2016-02-25,2015-12-31,2016-02-25,3580000000.0,2667170000.0,0.212889,28.54,0.88,0.0,0.338627
sh.600566,2017-02-07,2016-12-31,2017-02-07,4926010000.0,3655480000.0,0.303704,29.9,1.169,0.241533,0.396162
sh.600566,2020-07-23,2020-06-30,2020-07-23,8358210000.0,5786900000.0,-0.288136,11.2,0.84,-0.244606,-0.272382
sh.600566,2022-01-20,2021-12-31,2022-01-20,12066200000.0,9062070000.0,0.222222,19.9,1.87,0.237721,0.273431
sh.600566,2023-01-20,2022-12-31,2023-01-20,15019200000.0,11362400000.0,0.273196,22.14,2.47,0.178999,0.268039
sh.600568,2020-04-30,2019-12-31,2020-04-30,4792950000.0,3687430000.0,-0.805722,-9.51,-0.1847,0.215255,0.0
sh.600570,2016-07-22,2016-06-30,2016-07-22,3530210000.0,2409030000.0,-0.072544,6.66,0.27,0.290257,-0.64195
sh.600572,2015-04-16,2014-12-31,2015-04-16,6298880000.0,2790430000.0,0.166722,21.42,0.682,6.07554,0.667031
sh.600572,2017-07-12,2017-06-30,2017-07-12,8161590000.0,4388020000.0,0.030994,8.56,0.153,8.75121,0.35895
sh.600572,2018-07-12,2018-06-30,2018-07-12,10432700000.0,5702540000.0,0.061441,9.28,0.206,0.528315,0.395971
sh.600572,2020-07-21,2020-06-30,2020-07-21,10060000000.0,5044750000.0,0.251656,9.93,0.189,-0.123022,0.240087
sh.600578,2015-03-21,2014-12-31,2015-03-21,40014300000.0,14298200000.0,0.043619,17.87,0.55,0.287267,0.095946
sh.600578,2016-03-18,2015-12-31,2016-03-18,38774600000.0,16000800000.0,0.015883,17.32,0.57,-0.161267,0.0
sh.600578,2016-08-04,2016-06-30,2016-08-04,40395900000.0,16670500000.0,-0.132664,4.16,0.15,7.0302,-0.442632
sh.600578,2017-04-01,2016-12-31,2017-04-01,53871500000.0,20537700000.0,-0.363543,7.95,0.28,0.022084,-0.553
sh.600581,2015-01-31,2014-12-31,2015-01-31,21250800000.0,1603170000.0,-2.6945,-77.46,-2.65,-0.110345,-26.36
sh.600582,2022-04-16,2021-12-31,2022-04-16,42157900000.0,19000400000.0,0.181818,8.76,0.39,0.146859,0.174182
sh.600585,2021-03-06,2020-12-31,2021-03-06,200973000000.0,161822000000.0,0.045741,23.62,6.63,0.122348,0.05024
sh.600586,2016-04-21,2015-12-31,2016-04-21,9881860000.0,3960940000.0,0.155913,0.7,0.02,1.81874,0.609457
sh.600590,2021-04-08,2020-12-31,2021-04-08,13832300000.0,3579020000.0,-2.76471,-0.07,-0.3,0.142193,-1.649
sh.600592,2015-02-17,2014-12-31,2015-02-17,3080820000.0,2293400000.0,-0.00622,2.25,0.121,0.02874,-0.2947
sh.600592,2016-01-29,2015-12-31,2016-01-29,2811120000.0,2071650000.0,0.018997,2.59,0.141,-0.181365,1.12189
sh.600592,2017-01-25,2016-12-31,2017-01-25,2607900000.0,1891560000.0,0.022226,3.1,0.153,0.013387,0.856552
sh.600592,2018-01-26,2017-12-31,2018-01-26,2793600000.0,1894380000.0,0.02138,3.67,0.1759,0.454287,0.418635
sh.600592,2019-01-26,2018-12-31,2019-01-26,2667420000.0,1832900000.0,0.203714,4.58,0.2139,0.158718,0.195036
sh.600592,2021-01-28,2020-12-31,2021-01-28,2940570000.0,2053120000.0,0.015015,7.44,0.3718,0.22447,0.045492
sh.600592,2022-03-08,2021-12-31,2022-03-08,3489160000.0,2288800000.0,1.02676,13.75,0.7499,0.235211,1.11054
sh.600595,2021-04-09,2020-12-31,2021-04-09,20266100000.0,1635140000.0,-19.18,-70.95,-0.909,0.482207,-8.75402
sh.600596,2016-04-13,2015-12-31,2016-04-13,7839160000.0,3967330000.0,-0.46477,-6.43,-0.39,1.39199,-2.61491
sh.600596,2021-03-31,2020-12-31,2021-03-31,12457000000.0,6501670000.0,0.537037,9.6,0.83,0.042454,0.247219
sh.600596,2023-04-15,2022-12-31,2023-04-15,19244600000.0,11546300000.0,-0.206277,29.04,2.5796,0.150246,0.097248
sh.600599,2020-04-30,2019-12-31,2020-04-30,752327000.0,578967000.0,0.69697,-14.86,-0.56,-0.520261,0.0
sh.600600,2021-03-06,2020-12-31,2021-03-06,41514200000.0,20621800000.0,0.188184,11.13,1.629,-0.008006,0.204675
sh.600601,2020-04-29,2019-12-31,2020-04-29,9971080000.0,1885210000.0,-25.0837,-0.52,-0.6045,0.022558,0.0
