证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
泰和新材,2023-03-31,135585184.65,163811132.21,002254,724458234.27,1012375139.7,0.073,1.884,8.3418,0.157121,16.181,28.44
海陆重工,2023-03-31,36038595.8,37949211.68,002255,340309557.57,440425003.71,-0.13,1.064,4.1891,0.042787,8.616,22.73
兆新股份,2023-03-31,-64665953.99,-64869695.18,002256,49255092.6,66652641.98,0.005,-5.487,0.6261,-0.034353,-97.325,26.1
利尔化学,2023-03-31,274738068.68,403195762.83,002258,1775513833.12,2442238961.34,0.155,3.843,8.9312,0.343235,16.509,27.3
ST升达,2023-03-31,4627040.94,13977301.44,002259,180760142.5,211142599.51,0.059,1.866,0.3297,0.00615,6.62,14.39
拓维信息,2023-03-31,41816374.29,47942036.77,002261,506686168.47,696215270.03,-0.157,1.654,2.0134,0.033298,6.886,27.22
恩华药业,2023-03-31,227429413.46,261579559.01,002262,314403655.18,1178806488.43,0.362,3.888,5.8056,0.225717,22.19,73.33
大东南,2023-03-31,7030831.16,9635580.37,002263,285082795.3,323056800.61,0.012,0.258,1.4497,0.003743,2.983,11.75
新 华 都,2023-03-31,63710310.13,68129447.61,002264,494931740.54,677416896.38,0.576,4.186,2.1137,0.088488,10.057,26.94
西仪股份,2023-03-31,111777383.14,146191171.62,002265,706678649.4,807351033.95,-0.266,5.075,2.322,0.117845,18.108,12.47
浙富控股,2023-03-31,494155335.96,529259698.74,002266,3944858156.41,4639667511.67,-0.073,4.192,2.2869,0.092025,11.407,14.98
陕天然气,2023-03-31,419354739.98,501819458.35,002267,2163357609.83,2705499986.06,0.452,6.202,6.0803,0.377092,18.548,20.04
电科网安,2023-03-31,-36954112.11,-52790657.11,002268,196723469.39,413167921.24,-0.384,-0.711,6.1457,-0.043687,-12.777,52.39
美邦服饰,2023-03-31,43835248.78,44901240.94,002269,242401336.51,406724117.61,0.014,15.081,0.1157,0.017447,11.04,40.4
华明装备,2023-03-31,117967890.06,121260317.54,002270,200259363.54,412451580.55,-0.026,3.422,3.8464,0.519117,29.4,51.45
东方雨虹,2023-03-31,385537995.41,531126580.61,002271,5346569475.7,7494548302.46,-1.511,1.419,10.7901,0.153085,7.087,28.66
川润股份,2023-03-31,-7212237.1,-7433406.68,002272,294322060.72,355172382.24,-0.144,-0.495,3.3269,-0.016457,-2.093,17.13
水晶光电,2023-03-31,92775767.49,106699534.65,002273,663270230.82,876901073.04,0.131,1.114,5.9907,0.066715,12.168,24.36
华昌化工,2023-03-31,205515946.72,272200225.58,002274,1681384725.75,2042232850.47,0.061,3.945,5.4696,0.215795,13.329,17.67
桂林三金,2023-03-31,169225122.04,214661670.74,002275,179954240.4,715925262.6,0.092,5.655,5.0929,0.288009,29.984,74.86
万马股份,2023-03-31,91714886.19,108400994.78,002276,2651660184.59,3075232404.5,-1.781,1.838,4.8191,0.088572,3.525,13.77
友阿股份,2023-03-31,39304027.23,33724298.09,002277,137085579.7,366833183.25,0.088,0.589,4.7868,0.028192,9.193,62.63
神开股份,2023-03-31,-8689876.6,-5369592.89,002278,102246434.11,146838282.6,-0.119,-0.821,2.9091,-0.023879,-3.657,30.37
久其软件,2023-03-31,-81944910.69,-94411500.7,002279,334107491.83,415680568.57,-0.187,-4.888,1.9365,-0.09465,-22.713,19.62
联络互动,2023-03-31,-112842042.2,-195774683.94,002280,2657649756.49,2921498217.16,-0.111,-16.788,0.3087,-0.05183,-6.701,9.03
光迅科技,2023-03-31,102167953.22,82580327.14,002281,988696186.24,1268270914.24,0.302,1.315,11.1292,0.130486,6.511,22.04
博深股份,2023-03-31,25298056.47,29166186.19,002282,200318266.89,280728628.49,-0.048,0.728,6.3879,0.046509,10.389,28.64
天润工业,2023-03-31,104904685.84,115250676.11,002283,747382104.6,984952152.63,0.051,1.831,5.0291,0.092065,11.701,24.12
亚太股份,2023-03-31,38200205.66,41641025.28,002284,739245823.65,879622873.55,0.277,1.411,3.415,0.051784,4.734,15.96
世联行,2023-03-31,-13035904.51,-6925969.27,002285,726619968.71,788163836.16,0.024,-0.392,1.6351,-0.00641,-0.879,7.81
保龄宝,2023-03-31,17049704.23,21093957.72,002286,546124578.13,610266605.74,0.003,0.836,5.4822,0.045856,3.457,10.51
奇正藏药,2023-03-31,92763157.33,99356413.77,002287,56983767.85,295933466.9,-0.343,2.706,6.2136,0.174962,33.574,80.74
超华科技,2023-03-31,-20384539.78,-10327745.99,002288,200801763.03,234103883.94,0.05,-1.567,1.3966,-0.02188,-4.412,14.23
ST宇顺,2023-03-31,-8164639.82,-8170739.31,002289,25812743.97,26575609.07,0.022,-3.422,0.8513,-0.029133,-30.745,2.87
禾盛新材,2023-03-31,17746643.41,21680560.8,002290,427366654.93,483743009.03,0.265,2.801,2.554,0.071527,4.482,11.65
遥望科技,2023-03-31,-38035169.52,-41764600.86,002291,1001595718.49,1101963131.25,-0.21,-0.735,5.6747,-0.041732,-3.79,9.11
奥飞娱乐,2023-03-31,16673884.85,14173313.22,002292,380979083.05,602343222.69,-0.144,0.512,2.2021,0.011276,2.353,36.75
罗莱生活,2023-03-31,177105175.15,211173041.3,002293,694074391.11,1239746159.59,0.201,4.084,5.1635,0.211062,17.034,44.01
信立泰,2023-03-31,210947894.8,243408535.58,002294,257882089.7,887511571.76,0.113,2.588,7.3116,0.189222,27.426,70.94
精艺股份,2023-03-31,7006539.28,9150617.25,002295,1128432665.37,1150575164.7,-0.484,0.534,5.2405,0.027957,0.795,1.92
辉煌科技,2023-03-31,23831829.39,24057765.87,002296,71507139.26,130987407.19,0.072,1.304,4.6911,0.061169,18.366,45.41
博云新材,2023-03-31,7314484.71,8537596.78,002297,97675920.02,133360985.02,-0.031,0.349,3.6582,0.012763,6.402,26.76
中电兴发,2023-03-31,-26367370.36,-25455445.76,002298,333899805.07,493478971.64,-0.06,-0.631,5.6481,-0.035626,-5.158,32.34
圣农发展,2023-03-31,89448233.24,115676286.48,002299,4146427149.1,4537238745.36,0.3,0.891,8.0739,0.071925,2.549,8.61
太阳电缆,2023-03-31,34368994.96,49480382.71,002300,2100314756.49,2219161238.25,-0.574,1.882,2.7803,0.052339,2.23,5.36
齐心集团,2023-03-31,44545471.35,48143386.77,002301,1716628837.77,1910731292.08,0.011,1.435,4.3045,0.061757,2.52,10.16
西部建设,2023-03-31,-61128131.75,-49851458.16,002302,3794998137.06,4062854170.33,-1.622,-0.652,6.9488,-0.048424,-1.227,6.59
美盈森,2023-03-31,38200775.7,46921476.47,002303,605719766.28,787784630.04,0.052,0.758,3.2899,0.024946,5.956,23.11
洋河股份,2023-03-31,5766047982.64,7687667007.62,002304,3521295627.81,15046180974.5,0.931,10.824,35.3507,3.826207,51.094,76.6
南国置业,2023-03-31,-163775278.33,-182290093.6,002305,183672372.87,194525002.97,0.175,-8.468,1.1152,-0.094438,-93.71,5.58
中科云网,2023-03-31,-29091946.35,-29989779.75,002306,46774294.99,41514797.91,0.001,-67.312,0.0489,-0.032892,-72.239,-12.67
北新路桥,2023-03-31,7292380.5,11713383.83,002307,1422607927.26,1725058169.61,-0.355,0.213,2.7055,0.00575,0.679,17.53
威创股份,2023-03-31,14427818.27,22192668.53,002308,48990244.56,112161846.92,-0.003,0.725,2.1955,0.015921,19.786,56.32
ST中利,2023-03-31,-123776412.38,-128395036.33,002309,1107817872.75,1238220560.48,0.015,-14.208,0.9993,-0.14198,-10.369,10.53
东方园林,2023-03-31,-527340923.21,-534638323.74,002310,529047665.06,508540537.7,-0.061,-12.045,1.6304,-0.196369,-105.132,-4.03
海大集团,2023-03-31,407909413.3,537163502.42,002311,21397720767.28,23358349660.13,0.121,2.231,11.0089,0.245175,2.3,8.39
川发龙蟒,2023-03-31,150210735.81,179265323.41,002312,1669886627.49,1995331898.0,-0.249,1.618,4.9054,0.079387,8.984,16.31
*ST日海,2023-03-31,-72653545.73,-73964454.28,002313,536484583.41,634652184.06,-0.091,-12.105,1.6031,-0.194053,-11.654,15.47
南山控股,2023-03-31,91647024.44,402311277.7,002314,4062261881.3,5134991470.03,0.22,0.888,3.8114,0.033846,7.835,20.89
焦点科技,2023-03-31,48584409.56,59849112.52,002315,73834144.6,344300182.32,-0.1,2.405,6.4882,0.156071,17.383,78.56
亚联发展,2023-03-31,-4917509.89,-3706821.89,002316,113638967.35,126898357.27,-0.091,-9.698,0.129,-0.012509,-2.921,10.45
众生药业,2023-03-31,139376205.22,161584545.29,002317,287609577.32,746765187.01,-0.179,3.672,4.6608,0.171133,21.638,61.49
久立特材,2023-03-31,232799722.01,252938977.99,002318,1281186441.82,1678620085.38,-0.137,3.6,6.6173,0.238239,15.068,23.68
乐通股份,2023-03-31,256875.08,406879.89,002319,62819746.35,81916111.48,0.058,0.342,0.376,0.001284,0.497,23.31
海峡股份,2023-03-31,157621051.22,527487293.4,002320,553017226.12,1186975755.12,0.257,3.848,1.8378,0.070716,44.44,53.41
ST华英,2023-03-31,4794536.14,23538642.49,002321,531145701.92,604747413.72,-0.059,0.467,0.481,0.002248,3.892,12.17
理工能科,2023-03-31,16885082.47,20128934.63,002322,50112844.18,142478895.19,-0.141,0.544,8.1819,0.044534,14.128,64.83
雅博股份,2023-03-31,5373393.12,9639397.17,002323,95989718.39,129064029.69,0.04,0.801,0.3164,0.003594,7.469,25.63
普利特,2023-03-31,103569593.95,118465240.15,002324,1643484656.55,1908487697.52,0.04,3.528,2.8853,0.101795,6.207,13.89
洪涛股份,2023-03-31,-117307721.74,-116104765.63,002325,147608106.44,153477954.02,-0.083,-4.043,1.652,-0.066784,-75.649,3.82
永太科技,2023-03-31,25302343.08,42637858.31,002326,756366693.37,1005914813.82,0.172,0.733,3.9403,0.028865,4.239,24.81
富安娜,2023-03-31,111009009.72,139295447.07,002327,283048665.45,619871651.98,0.138,2.861,4.6775,0.134135,22.472,54.34
新朋股份,2023-03-31,54124582.0,94888456.46,002328,1165900758.24,1276005830.14,-0.03,1.694,4.1403,0.07013,7.436,8.63
皇氏集团,2023-03-31,4879611.5,-15628463.4,002329,719126251.48,868810070.43,0.13,0.313,1.9196,0.005615,-1.799,17.23
得利斯,2023-03-31,22254048.56,25211002.69,002330,693033629.16,787594775.13,-0.055,0.92,3.7967,0.034947,3.201,12.01
皖通科技,2023-03-31,-31980632.84,-35361227.01,002331,76868982.89,89306140.24,-0.285,-1.853,4.2072,-0.077955,-39.596,13.93
仙琚制药,2023-03-31,133111920.61,153455707.82,002332,456184326.75,957286011.96,0.07,2.375,5.6662,0.134565,16.03,52.35
罗普斯金,2023-03-31,23601462.08,29592476.06,002333,335025255.36,387620217.22,-0.061,1.275,2.7431,0.034969,7.634,13.57
英威腾,2023-03-31,95344128.74,112819870.83,002334,697860533.37,1013004802.29,0.189,3.94,3.1203,0.120167,11.137,31.11
科华数据,2023-03-31,143530149.14,166111417.57,002335,1047226919.44,1490074914.39,0.413,3.725,8.3479,0.310962,11.148,29.72
人人乐,2023-03-31,-98585628.35,-94590117.31,002336,706215292.99,955338403.85,0.535,-817.233,0.0274,-0.224058,-9.901,26.08
赛象科技,2023-03-31,28857024.84,33051159.81,002337,134037553.96,202704883.19,0.086,2.402,2.0407,0.049025,16.305,33.88
奥普光电,2023-03-31,21104494.68,34523690.36,002338,116884135.25,189742084.4,-0.443,1.823,4.8244,0.087935,18.195,38.4
积成电子,2023-03-31,-72389430.35,-76588740.05,002339,147771975.73,211616763.55,-0.286,-4.3,3.3398,-0.143604,-36.192,30.17
格林美,2023-03-31,172449771.1,272385004.37,002340,5339881703.63,6128599637.93,-0.07,0.929,3.6143,0.033579,4.444,12.87
新纶新材,2023-03-31,-94421138.02,-97918739.45,002341,138542896.28,152739156.8,0.01,-8.897,0.9211,-0.081948,-64.108,9.29
巨力索具,2023-03-31,2035754.65,2422475.13,002342,386048333.55,473527619.73,-0.151,0.082,2.5913,0.002121,0.512,18.47
慈文传媒,2023-03-31,12513305.73,18011105.15,002343,229972431.94,237961011.03,0.026,1.314,2.0044,0.026347,7.569,3.36
海宁皮城,2023-03-31,122722301.36,170223842.43,002344,152011079.19,298539316.27,0.09,1.466,6.5283,0.095681,57.019,49.08
潮宏基,2023-03-31,124048648.41,153274137.81,002345,1096775105.36,1524015039.55,0.136,3.379,4.1313,0.139614,10.057,28.03
柘中股份,2023-03-31,33937004.71,24172088.23,002346,114993816.58,151841709.81,0.09,1.237,6.2141,0.076854,15.919,24.27
泰尔股份,2023-03-31,2668836.96,4336751.97,002347,225330497.4,280168309.98,-0.049,0.215,2.4583,0.005288,1.548,19.57
高乐股份,2023-03-31,-16288883.65,-15866759.11,002348,33970285.67,40770723.55,-0.004,-2.921,0.5887,-0.017197,-38.917,16.68
精华制药,2023-03-31,87671328.3,115793517.98,002349,206503914.34,416357917.91,-0.007,3.522,3.0576,0.10768,27.811,50.4
北京科锐,2023-03-31,-34772065.53,-38327512.03,002350,211452588.91,239283498.06,-0.066,-1.899,3.3765,-0.064111,-16.018,11.63
漫步者,2023-03-31,76205152.4,98749214.76,002351,355468484.03,542904191.62,-0.055,3.21,2.6703,0.08571,18.189,34.52
顺丰控股,2023-03-31,1720058000.0,2362284000.0,002352,52588410000.0,61048078000.0,0.88,1.963,17.8977,0.351376,3.87,13.86
杰瑞股份,2023-03-31,351380194.73,422840768.34,002353,1457067792.98,2279760202.42,0.12,1.998,17.1256,0.342158,18.548,36.09
天娱数科,2023-03-31,10228658.75,19417861.75,002354,390408166.31,474136065.04,0.012,0.423,1.4632,0.006182,4.095,17.66
兴民智通,2023-03-31,2537222.13,11824559.37,002355,180972039.9,187661066.22,0.001,0.182,2.2453,0.004089,6.301,3.56
赫美集团,2023-03-31,3728083.38,3259029.69,002356,25779600.39,52177550.88,-0.001,0.606,0.4695,0.002843,6.246,50.59
富临运业,2023-03-31,49858340.28,53090883.1,002357,162771439.23,197964098.87,0.07,3.673,4.3301,0.159043,26.818,17.78
森源电气,2023-03-31,13451245.78,19007280.28,002358,391399520.39,513727157.11,-0.022,0.433,3.3381,0.014467,3.7,23.81
同德化工,2023-03-31,26200020.77,32523397.31,002360,109760528.52,178181357.03,0.202,1.547,4.2148,0.065211,18.253,38.4
神剑股份,2023-03-31,6519602.5,6331014.03,002361,488242688.24,542951386.45,-0.064,0.275,2.4903,0.006855,1.166,10.08
汉王科技,2023-03-31,-29910349.06,-35008468.36,002362,183534778.68,308218678.89,-0.232,-2.195,5.5733,-0.122355,-11.358,40.45
隆基机械,2023-03-31,13876474.81,15781086.38,002363,491729021.43,537955639.53,0.064,0.646,5.1227,0.033105,2.934,8.59
中恒电气,2023-03-31,6308167.75,5544238.51,002364,198219702.99,269016689.99,0.107,0.282,3.9707,0.011193,2.061,26.32
永安药业,2023-03-31,14983070.77,15321664.22,002365,220604224.8,311166729.63,0.164,0.737,6.9,0.050845,4.924,29.1
*ST海核,2023-03-31,-10933525.98,-11219056.47,002366,77532943.5,76075506.64,0.149,-0.24,2.1923,-0.043121,-14.747,-1.92
康力电梯,2023-03-31,87420483.25,105358611.33,002367,662549121.21,911620179.83,-0.03,2.641,4.1481,0.109539,11.557,27.32
太极股份,2023-03-31,27435216.55,46497087.66,002368,1350288648.25,1844984004.76,-2.493,0.602,7.3936,0.045208,2.52,26.81
卓翼科技,2023-03-31,-58824670.12,-70843120.99,002369,456184973.78,445229161.46,0.094,-5.696,1.8214,-0.103755,-15.912,-2.46
亚太药业,2023-03-31,-2618854.09,-2108673.43,002370,77241425.47,123584310.47,-0.005,-0.877,0.176,-0.00488,-1.706,37.5
北方华创,2023-03-31,591683918.04,729075661.6,002371,2276816935.06,3871132953.79,-1.251,2.903,38.5532,1.119014,18.834,41.18
伟星新材,2023-03-31,173602127.97,197572399.96,002372,563050341.86,896351074.01,-0.089,3.152,3.46,0.109041,22.042,37.18
千方科技,2023-03-31,157572475.65,155750737.99,002373,1094146436.65,1568174454.94,-0.172,1.294,7.7079,0.099718,9.932,30.23
中锐股份,2023-03-31,-14744497.15,-14540596.75,002374,125725535.2,148655448.93,0.0,-1.102,1.2303,-0.013553,-9.781,15.42
亚厦股份,2023-03-31,62113379.83,60634244.97,002375,1778973308.35,2089744519.08,-0.916,0.805,5.7605,0.046353,2.902,14.87
新北洋,2023-03-31,-35865877.81,-28087386.95,002376,281300832.02,389387385.43,0.04,-1.102,4.7035,-0.05474,-7.213,27.76
国创高新,2023-03-31,-36911908.23,-23620434.02,002377,212995251.78,227223854.44,-0.052,-6.501,0.6196,-0.040283,-10.395,6.26
章源钨业,2023-03-31,35070909.23,41202191.44,002378,691863266.58,822676918.2,-0.158,1.721,2.2053,0.037949,5.008,15.9
宏创控股,2023-03-31,-35735738.56,-38880311.53,002379,621623350.54,627768045.27,-0.012,-2.643,1.4597,-0.038575,-6.193,0.98
科远智慧,2023-03-31,10138108.81,9257631.5,002380,175367785.78,282187257.28,-0.153,0.584,7.2336,0.042244,3.281,37.85
双箭股份,2023-03-31,54342644.63,64642414.85,002381,424572646.45,518557098.08,0.037,2.693,4.8476,0.132036,12.466,18.12
蓝帆医疗,2023-03-31,-77299820.11,-97728247.72,002382,954057593.95,1094194474.12,-0.032,-0.742,10.1585,-0.076755,-8.932,12.81
合众思壮,2023-03-31,-17772859.8,-11280780.61,002383,252610163.39,392742208.84,0.264,-1.316,1.8247,-0.024006,-2.872,35.68
东山精密,2023-03-31,471650134.12,344613000.26,002384,5547703406.89,6511602610.15,1.052,2.81,9.815,0.27584,5.292,14.8
大北农,2023-03-31,-305343324.11,-355021155.33,002385,7122601313.99,7775457720.55,-0.264,-2.919,2.5263,-0.073741,-4.566,8.4
天原股份,2023-03-31,60727905.11,76534446.72,002386,3483683135.95,3734030598.94,-0.204,0.747,8.005,0.059824,2.05,6.7
维信诺,2023-03-31,-765728088.61,-1084642494.53,002387,957331229.72,768860465.3,-0.526,-6.991,7.9289,-0.554278,-141.071,-24.51
新亚制程,2023-03-31,9912005.92,6818810.45,002388,417970833.42,465302358.12,0.249,0.678,2.8785,0.019522,1.465,10.17
航天彩虹,2023-03-31,18648538.04,24001926.01,002389,385410666.48,509055058.02,-0.294,0.236,7.9366,0.018705,4.715,24.29
信邦制药,2023-03-31,52944770.89,71121674.15,002390,1314183651.87,1605127137.43,0.001,0.772,3.5298,0.027237,4.431,18.13
长青股份,2023-03-31,90412091.7,111322770.18,002391,778300414.28,1021723217.16,-0.041,1.912,7.2796,0.139183,10.896,23.82
北京利尔,2023-03-31,78052288.37,87970456.18,002392,988806216.89,1233106240.76,-0.274,1.573,4.1687,0.065563,7.134,19.81
力生制药,2023-03-31,46500336.4,55108470.77,002393,131534508.4,335604291.0,0.313,1.053,23.9906,0.252729,16.421,60.81
联发股份,2023-03-31,62690946.64,64511507.52,002394,900702948.54,1055166467.26,-0.319,1.549,12.5008,0.19367,6.114,14.64
双象股份,2023-03-31,6592846.24,9504729.34,002395,253490472.84,288465430.26,-0.02,0.761,3.2286,0.024581,3.295,12.12
星网锐捷,2023-03-31,80885930.41,93153194.07,002396,2192706395.57,3352629155.06,-1.391,1.313,10.3914,0.136417,2.779,34.6
梦洁股份,2023-03-31,10896804.48,13335644.85,002397,267190066.51,462444215.48,0.123,0.946,1.5276,0.014456,2.884,42.22
垒知集团,2023-03-31,48010431.71,58122340.91,002398,622986594.71,780310431.57,-0.096,1.308,5.0294,0.067001,7.449,20.16
海普瑞,2023-03-31,66540023.25,73649081.61,002399,846991799.17,1301021684.04,-0.146,0.538,8.4344,0.045349,5.661,34.9
省广集团,2023-03-31,45965349.92,62980439.84,002400,2503434959.35,2798735302.67,-0.348,0.949,2.7792,0.026366,2.25,10.55
中远海科,2023-03-31,53460961.13,58891975.37,002401,334696890.49,420493085.63,-0.464,3.555,4.0431,0.143749,14.005,20.4
和而泰,2023-03-31,81801521.94,94722206.85,002402,1360694588.9,1644596407.87,0.074,1.858,4.724,0.087775,5.76,17.26
爱仕达,2023-03-31,-38933896.91,-50291965.93,002403,414743158.04,588417814.8,-0.061,-1.931,5.9204,-0.114297,-8.547,29.52
嘉欣丝绸,2023-03-31,52478553.75,72307117.17,002404,827849954.32,962971746.08,0.03,2.598,3.4974,0.090845,7.509,14.03
四维图新,2023-03-31,-102815230.83,-110998544.54,002405,342120664.01,707076159.96,-0.09,-0.887,4.8678,-0.043194,-15.698,51.61
远东传动,2023-03-31,17121739.5,21395779.03,002406,226643064.01,296527096.77,-0.087,0.493,5.3607,0.027429,7.215,23.57
多氟多,2023-03-31,109665753.95,128735309.38,002407,2079674199.03,2471916465.23,-0.092,1.707,8.3856,0.143162,5.208,15.87
齐翔腾达,2023-03-31,-79160085.15,-62234294.11,002408,5879382597.51,6142200711.21,0.102,-0.59,4.6744,-0.027845,-1.013,4.28
雅克科技,2023-03-31,172905265.22,213330897.6,002409,723231628.06,1071037362.75,0.244,2.602,13.9642,0.363302,19.918,32.47
广联达,2023-03-31,119763441.45,141694801.28,002410,174182999.81,1300372807.13,-0.776,1.859,5.4072,0.100524,10.896,86.61
*ST必康,2023-03-31,-148573875.27,-158405228.62,002411,1124959059.9,1210896634.7,-0.525,-2.641,3.6708,-0.096962,-13.082,7.1
汉森制药,2023-03-31,55067482.18,62712289.46,002412,72959197.56,250177963.58,0.14,2.817,3.8847,0.109435,25.067,70.84
雷科防务,2023-03-31,16584139.25,18588508.8,002413,187535858.79,301408771.82,-0.081,0.394,3.1374,0.012356,6.167,37.78
高德红外,2023-03-31,63173059.18,89928241.49,002414,209629606.0,443288933.91,0.052,0.883,2.1778,0.01923,20.287,52.71
海康威视,2023-03-31,1811255388.03,2260193289.78,002415,8883871635.31,16201189412.53,-0.351,2.572,7.5201,0.193429,13.951,45.17
爱施德,2023-03-31,174705638.63,272221071.2,002416,24238437183.34,24998840472.9,1.332,2.862,4.9262,0.140973,1.089,3.04
*ST深南,2023-03-31,-4205315.2,-4329576.74,002417,3777892.82,4224277.71,-0.037,-5.789,0.2688,-0.01556,-102.493,10.57
康盛股份,2023-03-31,6912801.67,9171802.96,002418,456873953.23,506324874.29,0.039,0.46,1.3236,0.006083,1.811,9.77
天虹股份,2023-03-31,208174132.32,300099396.23,002419,2130063695.97,3384217567.56,0.149,4.897,3.6369,0.178102,8.868,37.06
毅昌科技,2023-03-31,10762667.04,993651.41,002420,456687031.36,508919970.52,0.023,1.548,1.734,0.02684,0.195,10.26
达实智能,2023-03-31,18459110.41,25676965.56,002421,458115282.04,617886548.33,-0.076,0.537,1.6199,0.008705,4.156,25.86
科伦药业,2023-03-31,810322186.0,1123086114.0,002422,2526606529.0,5601800088.0,1.028,4.904,11.0839,0.550764,20.049,54.9
中粮资本,2023-03-31,375547078.59,793567409.34,002423,891666475.61,857294207.23,0.401,1.996,8.1667,0.16299,92.567,-4.01
贵州百灵,2023-03-31,92306394.78,125845080.06,002424,434448201.55,1091626153.16,-0.041,2.315,2.8252,0.06541,11.528,60.2
凯撒文化,2023-03-31,-22747268.19,-25903841.49,002425,62362108.02,85747592.75,0.01,-0.526,4.5232,-0.023778,-30.209,27.27
胜利精密,2023-03-31,-76835654.3,-65084832.06,002426,685820624.21,775937623.83,0.035,-1.824,1.2241,-0.022326,-8.388,11.61
*ST尤夫,2023-03-31,-8696401.21,-8383607.51,002427,642429761.62,664730538.22,-0.017,-0.836,1.0555,-0.008825,-1.261,3.35
云南锗业,2023-03-31,-9483526.28,-9446041.4,002428,125003445.27,145674127.86,-0.013,-0.678,2.1413,-0.01452,-6.484,14.19
兆驰股份,2023-03-31,382994527.02,400944639.95,002429,3017438728.0,3694655075.8,0.032,2.737,3.0917,0.084603,10.852,18.33
杭氧股份,2023-03-31,276256501.77,394872647.74,002430,2478124973.97,3288159440.36,0.4,3.125,8.8737,0.280594,12.009,24.63
棕榈股份,2023-03-31,-88448457.2,-94395286.88,002431,775095556.04,868278664.95,0.154,-2.154,2.2652,-0.048791,-10.872,10.73
九安医疗,2023-03-31,601496251.76,906770851.99,002432,491224019.41,1495439073.13,1.608,3.007,41.5491,1.241402,60.636,67.15
ST太安,2023-03-31,-61443810.03,-78812195.9,002433,115498996.83,139317832.02,-0.052,-1.729,4.6357,-0.080133,-56.57,17.1
万里扬,2023-03-31,132365841.57,156618693.11,002434,932670476.66,1174724014.21,0.11,2.312,4.3616,0.100842,13.332,20.61
长江健康,2023-03-31,60141015.34,70853793.83,002435,520811894.8,873535602.23,0.004,1.32,3.6864,0.048658,8.111,40.38
兴森科技,2023-03-31,7503469.11,-24272015.07,002436,949457838.93,1251755215.11,-0.017,0.114,3.875,0.004441,-1.939,24.15
誉衡药业,2023-03-31,20058598.74,32216202.85,002437,146844037.63,681168970.96,0.038,1.215,0.7509,0.009125,4.73,78.44
江苏神通,2023-03-31,75969470.17,87395937.71,002438,345729397.66,497091458.19,-0.187,2.508,5.9688,0.149682,17.581,30.45
启明星辰,2023-03-31,-65726750.98,-84577809.96,002439,385274110.34,787681762.33,-0.405,-0.895,7.7053,-0.068997,-10.738,51.09
闰土股份,2023-03-31,9230831.36,47343599.84,002440,1141005807.9,1343378860.8,0.045,0.095,8.4073,0.008023,3.524,15.06
众业达,2023-03-31,168671664.0,223076360.67,002441,2140322843.14,2546236928.46,-0.286,3.617,8.5648,0.309749,8.761,15.94
龙星化工,2023-03-31,12736621.4,17916052.14,002442,1035833789.25,1119497520.31,-0.341,0.792,3.2765,0.02595,1.6,7.47
金洲管道,2023-03-31,62889741.56,83357007.08,002443,1091160011.88,1243375334.15,-0.437,1.99,6.0711,0.120817,6.704,12.24
巨星科技,2023-03-31,302441087.9,346987607.12,002444,1807886651.52,2555292092.76,0.282,2.205,11.4071,0.25151,13.579,29.25
中南文化,2023-03-31,61311241.57,61208118.16,002445,99720526.64,125265960.43,-0.009,3.081,0.8321,0.025635,48.863,20.39
盛路通信,2023-03-31,73255076.15,86442356.16,002446,212266648.18,345397467.73,-0.064,2.276,3.5126,0.080203,25.027,38.54
中原内配,2023-03-31,82116022.62,97314290.16,002448,490888674.16,692816947.23,0.116,2.595,5.3789,0.139556,14.046,29.15
国星光电,2023-03-31,21656020.43,27303966.88,002449,700145692.62,796592084.5,-0.034,0.574,6.1039,0.035015,3.428,12.11
摩恩电气,2023-03-31,6519893.4,6339511.26,002451,217818780.54,249323355.74,-0.122,0.855,1.7366,0.014845,2.543,12.64
长高电新,2023-03-31,20404980.9,24303544.9,002452,164939077.69,227434508.89,0.032,0.963,3.4167,0.032894,10.686,27.48
华软科技,2023-03-31,-21525540.62,-20814428.73,002453,111530477.79,129417408.77,-0.003,-1.362,1.7893,-0.024371,-16.083,13.82
松芝股份,2023-03-31,47196527.52,57860496.34,002454,852239613.13,1069133056.25,-0.163,1.242,6.0446,0.075084,5.412,20.29
百川股份,2023-03-31,-47911471.56,-64318822.19,002455,764983696.76,773961790.36,-0.307,-2.061,3.5435,-0.080773,-8.31,1.16
欧菲光,2023-03-31,-358068612.47,-430282787.73,002456,2631771797.02,2696024931.3,0.008,-12.401,0.8863,-0.109911,-15.96,2.38
青龙管业,2023-03-31,-1791523.87,1258235.86,002457,145290895.77,201011637.25,-0.472,-0.078,6.8964,-0.005348,0.626,27.72
益生股份,2023-03-31,313826804.93,329065059.31,002458,491500678.19,913509081.99,0.379,10.272,3.077,0.316068,36.022,46.2
晶澳科技,2023-03-31,2581964916.72,3119053912.61,002459,16566628233.71,20480317830.58,0.805,8.573,12.7813,1.09562,15.23,19.11
赣锋锂业,2023-03-31,2396600665.19,2353962190.52,002460,5915014397.62,9438229716.32,-1.571,5.186,22.9126,1.18814,24.941,37.33
珠江啤酒,2023-03-31,86785547.1,105460617.19,002461,613033212.84,1035313645.94,0.036,0.894,4.3845,0.03921,10.186,40.79
