证券简称,报告期,归属母公司所有者净利润(元),营业利润(元),证券代码,营业成本(元),营业收入(元),每股经营现金流量(元),净资产收益率,每股净资产(元),每股收益(元),营业利润率,毛利率
龙泉股份,2023-03-31,-8951130.76,-8665952.43,002671,151574898.73,191716055.84,-0.135,-0.573,2.7609,-0.015822,-4.52,20.94
东江环保,2023-03-31,-117659832.94,-146257061.53,002672,787471469.26,828715785.69,-0.14,-2.987,4.4797,-0.133816,-17.649,4.98
西部证券,2023-03-31,358320234.46,488397611.43,002673,,1812965376.11,-0.125,1.309,6.1258,0.080169,26.939,
兴业科技,2023-03-31,28377569.44,40101561.37,002674,381688155.67,464129650.5,-0.781,1.193,8.1493,0.097229,8.64,17.76
东诚药业,2023-03-31,50106641.46,86696891.25,002675,447006265.63,850500484.35,-0.113,1.045,5.8125,0.060765,10.194,47.44
顺威股份,2023-03-31,12112442.68,15531757.8,002676,439551373.76,531113359.45,-0.035,1.048,1.6049,0.016823,2.924,17.24
浙江美大,2023-03-31,100650582.55,117607637.76,002677,179683558.6,338683221.76,0.18,4.871,3.1984,0.155793,34.725,46.95
珠江钢琴,2023-03-31,30726373.39,35243155.82,002678,276517829.72,373489234.23,-0.151,0.821,2.7454,0.022536,9.436,25.96
福建金森,2023-03-31,-17701106.36,-17603608.69,002679,5116125.72,11161404.15,-0.172,-2.374,3.1632,-0.075082,-157.719,54.16
奋达科技,2023-03-31,14791366.84,9297241.03,002681,395702471.36,514159972.9,0.033,0.651,1.2459,0.008106,1.808,23.04
龙洲股份,2023-03-31,-38745319.41,-46085027.17,002682,702335909.58,720790817.18,0.027,-2.128,3.2379,-0.068897,-6.394,2.56
广东宏大,2023-03-31,51311936.26,95888115.04,002683,1665181296.74,1976281805.33,-0.529,0.857,7.9962,0.068547,4.852,15.74
华东重机,2023-03-31,25129511.39,27030213.27,002685,206643295.56,271039799.77,0.003,1.109,2.248,0.024938,9.973,23.76
亿利达,2023-03-31,6295351.54,8842700.27,002686,212105032.03,283250235.55,0.077,0.393,2.8315,0.011118,3.122,25.12
乔治白,2023-03-31,29239081.4,35875648.0,002687,127211664.17,246450523.56,-0.06,2.107,2.7339,0.057614,14.557,48.38
金河生物,2023-03-31,36920074.2,43377486.42,002688,372218045.76,527286393.92,-0.027,1.638,2.8882,0.047308,8.227,29.41
远大智能,2023-03-31,-22513858.19,-22482199.92,002689,153445871.15,183969804.89,0.017,-2.014,1.0712,-0.021579,-12.221,16.59
美亚光电,2023-03-31,125032072.76,146693682.61,002690,188064581.2,406964645.2,0.001,4.485,3.1591,0.141682,36.046,53.79
冀凯股份,2023-03-31,-2230226.75,-2000109.42,002691,50146708.08,69164611.34,0.022,-0.249,2.64,-0.006559,-2.892,27.5
ST远程,2023-03-31,5497629.92,5275875.6,002692,507223409.78,581626500.12,-0.188,0.512,1.494,0.007655,0.907,12.79
双成药业,2023-03-31,4505619.82,120989.11,002693,23792447.79,81485154.92,-0.048,0.869,1.2508,0.010864,0.148,70.8
顾地科技,2023-03-31,-11240306.43,-11946156.85,002694,157187106.89,184501508.59,-0.051,-102.103,0.0184,-0.020328,-6.475,14.8
煌上煌,2023-03-31,36225383.53,39970689.68,002695,362644704.5,511512105.35,0.241,1.521,4.6478,0.070711,7.814,29.1
百洋股份,2023-03-31,3623908.92,-2448674.48,002696,505918350.27,553778698.81,0.032,0.253,4.096,0.010372,-0.442,8.64
红旗连锁,2023-03-31,140900057.01,160998294.49,002697,1787552724.7,2554774328.66,0.063,3.283,3.1555,0.103603,6.302,30.03
博实股份,2023-03-31,210214585.5,250741557.14,002698,438999834.77,729710396.08,-0.053,6.215,3.2763,0.205578,34.362,39.84
ST美盛,2023-03-31,-10102588.44,1581245.58,002699,103297155.16,155392003.07,-0.017,-0.845,1.3146,-0.011107,1.018,33.52
ST浩源,2023-03-31,17853174.46,21115069.33,002700,129535674.18,161645609.46,0.109,2.478,1.7053,0.042263,13.063,19.86
奥瑞金,2023-03-31,210535669.0,288750212.0,002701,2854183821.0,3351936675.0,-0.124,2.495,3.2797,0.081817,8.614,14.85
海欣食品,2023-03-31,13840071.75,18190886.56,002702,317604657.78,400856642.59,0.242,1.622,1.775,0.028788,4.538,20.77
浙江世宝,2023-03-31,9070150.47,9667601.52,002703,266728563.46,345001524.92,-0.021,0.647,1.7751,0.011486,2.802,22.69
新宝股份,2023-03-31,138383025.56,196674682.73,002705,2209911381.03,2829291339.77,-0.231,1.94,8.6287,0.167386,6.951,21.89
良信股份,2023-03-31,85054493.37,93337833.83,002706,636315695.97,931963371.38,-0.113,2.216,3.4182,0.07573,10.015,31.72
众信旅游,2023-03-31,-37499476.33,-41816390.89,002707,119356620.57,137839932.79,-0.091,-5.487,0.6954,-0.038159,-30.337,13.41
光洋股份,2023-03-31,-8732333.83,-19306314.78,002708,327453324.76,353313509.92,-0.062,-0.705,2.5184,-0.017748,-5.464,7.32
天赐材料,2023-03-31,694765271.75,892353237.5,002709,2996954829.5,4313996360.31,-0.254,5.229,6.792,0.360606,20.685,30.53
思美传媒,2023-03-31,1817456.35,4111311.92,002712,1153365003.2,1210324396.3,-0.323,0.117,2.8637,0.003339,0.34,4.71
东易日盛,2023-03-31,-90293705.79,-109380076.79,002713,367448536.62,554175110.94,-0.098,-78.436,0.2744,-0.215222,-19.737,33.69
牧原股份,2023-03-31,-1198054174.39,-1190477753.96,002714,23742655017.35,24198301291.41,-0.704,-1.704,12.6677,-0.218931,-4.92,1.88
登云股份,2023-03-31,-8227876.13,-5952832.32,002715,99695439.39,125039126.76,0.127,-2.148,2.7762,-0.059622,-4.761,20.27
金贵银业,2023-03-31,-5083987.78,-5292931.02,002716,1052854898.39,1092965974.03,-0.057,-0.277,0.8315,-0.0023,-0.484,3.67
岭南股份,2023-03-31,-50525000.29,-60354414.09,002717,440942157.79,501079284.71,-0.166,-1.54,1.8806,-0.030085,-12.045,12.0
友邦吊顶,2023-03-31,10063147.92,10037332.26,002718,133665063.26,183414168.5,0.027,0.928,8.2491,0.076556,5.472,27.12
麦趣尔,2023-03-31,-8099307.09,-5536849.13,002719,132658938.29,174963756.21,-0.19,-1.478,3.147,-0.04651,-3.165,24.18
金一文化,2023-03-31,-164457364.34,-149226714.78,002721,497893938.39,564325707.87,0.009,,-3.4525,-0.171323,-26.443,11.77
物产金轮,2023-03-31,18271564.78,24631009.98,002722,510337177.55,603076331.46,-0.467,0.755,11.4855,0.088454,4.084,15.38
小崧股份,2023-03-31,5849106.27,6124373.82,002723,361482823.37,416946942.48,0.115,0.468,3.9335,0.018386,1.469,13.3
海洋王,2023-03-31,9781713.33,17901246.34,002724,138257186.48,316336565.77,-0.034,0.343,3.7394,0.012543,5.659,56.29
跃岭股份,2023-03-31,-12160571.3,-15780745.07,002725,139303095.29,139319504.66,0.002,-1.206,3.9386,-0.047502,-11.327,0.01
龙大美食,2023-03-31,21187983.39,35439534.47,002726,3314413000.03,3476825794.2,-0.077,0.642,2.8982,0.019634,1.019,4.67
一心堂,2023-03-31,239463487.17,279087795.39,002727,2948694376.05,4435751548.19,0.617,3.124,12.8617,0.401769,6.292,33.52
特一药业,2023-03-31,105470920.94,127043924.7,002728,113060720.61,304157421.18,0.117,6.988,6.4164,0.460131,41.769,62.83
好利科技,2023-03-31,5392036.38,6357255.78,002729,36893094.0,60949838.72,-0.119,1.135,2.5977,0.02947,10.43,39.47
电光科技,2023-03-31,19713365.7,22512538.27,002730,174166725.71,285096864.66,0.01,1.314,4.1441,0.054445,7.896,38.91
萃华珠宝,2023-03-31,36424546.94,47317939.25,002731,1700229062.97,1790119867.08,0.003,2.655,5.356,0.142197,2.643,5.02
燕塘乳业,2023-03-31,28305797.23,34504106.61,002732,319656868.56,428553089.26,0.338,2.215,8.1199,0.179891,8.051,25.41
雄韬股份,2023-03-31,35066576.94,16263160.89,002733,779986665.43,905197774.24,0.713,1.315,6.9403,0.091268,1.797,13.83
利民股份,2023-03-31,59546946.0,71156315.33,002734,934705575.67,1181752510.83,-0.475,2.083,7.2228,0.159828,6.021,20.91
王子新材,2023-03-31,1052631.63,4564650.96,002735,293862178.16,359430442.3,0.12,0.124,4.0115,0.004962,1.27,18.24
国信证券,2023-03-31,1768293436.94,2105482081.71,002736,,4163485798.04,-0.507,1.615,11.3883,0.183959,50.57,
葵花药业,2023-03-31,406135072.45,514911099.53,002737,714027194.57,1765521894.46,0.426,8.794,7.9083,0.695437,29.165,59.56
中矿资源,2023-03-31,1095883953.8,1273192793.51,002738,587183558.1,2072197719.21,0.952,9.5,22.6332,2.153246,61.442,71.66
万达电影,2023-03-31,315625516.33,400593377.02,002739,2604600257.8,3757516467.53,0.73,4.297,3.3704,0.144824,10.661,30.68
ST爱迪尔,2023-03-31,-45629684.51,-46814560.33,002740,76494520.24,68802870.07,-0.009,,-1.3538,-0.100492,-68.042,-11.18
光华科技,2023-03-31,-188427905.96,-220147000.75,002741,617104191.36,654563171.4,-0.261,-11.867,3.9863,-0.473054,-33.633,5.72
ST三圣,2023-03-31,-34412609.33,-13199009.62,002742,421530630.9,497422619.12,0.084,-4.496,1.7718,-0.079659,-2.653,15.26
富煌钢构,2023-03-31,19037082.71,25112269.2,002743,1106320059.27,1262099801.44,0.024,0.606,7.213,0.043736,1.99,12.34
木林森,2023-03-31,140781842.33,185342001.72,002745,2856937458.82,4079732454.84,0.245,1.04,9.1245,0.094856,4.543,29.97
仙坛股份,2023-03-31,92046658.22,101209007.79,002746,1136788495.44,1221841018.01,0.013,2.029,5.2728,0.106964,8.283,6.96
埃斯顿,2023-03-31,43045495.19,34472862.53,002747,654987002.36,985986594.44,-0.287,1.522,3.2551,0.049528,3.496,33.57
世龙实业,2023-03-31,15402652.97,17445499.64,002748,480005228.49,524316495.07,0.104,1.145,5.603,0.064178,3.327,8.45
国光股份,2023-03-31,54535846.94,69064810.67,002749,203302745.43,335091093.27,0.016,3.498,3.4305,0.125237,20.611,39.33
龙津药业,2023-03-31,-8117275.16,-9005013.12,002750,6708989.18,21553840.94,-0.096,-1.412,1.4355,-0.020268,-41.779,68.87
*ST易尚,2023-03-31,-30639621.54,-30937169.92,002751,28622215.7,47942453.15,-0.078,-5.188,3.8219,-0.198277,-64.53,40.3
昇兴股份,2023-03-31,53364802.8,62757223.83,002752,1372304333.59,1536491600.57,0.198,1.882,2.9023,0.054626,4.084,10.69
永东股份,2023-03-31,-4540547.17,-5122487.96,002753,1097439079.96,1138764649.09,-0.152,-0.206,5.5824,-0.01209,-0.45,3.63
奥赛康,2023-03-31,-68591234.11,-71462016.21,002755,66056085.5,338557552.24,-0.119,-2.371,3.1169,-0.0739,-21.108,80.49
永兴材料,2023-03-31,930964066.33,1166948709.4,002756,2019121028.06,3336985077.72,3.116,7.047,31.8573,2.244945,34.97,39.49
南兴股份,2023-03-31,81789438.13,96343364.67,002757,769470509.13,940067932.73,0.745,3.29,8.4139,0.276825,10.249,18.15
浙农股份,2023-03-31,91108881.34,239340641.2,002758,9583318804.32,10211322413.1,0.016,2.07,8.4226,0.174366,2.344,6.15
天际股份,2023-03-31,10015741.51,31456272.27,002759,376421697.23,444168059.2,-0.577,0.262,9.3658,0.024515,7.082,15.25
凤形股份,2023-03-31,13545509.91,14077996.45,002760,129390388.49,165423948.43,-0.485,1.353,9.2698,0.125435,8.51,21.78
浙江建投,2023-03-31,336833603.66,524235649.42,002761,20953422960.76,21971583288.62,-2.641,4.445,6.1755,0.311496,2.386,4.63
金发拉比,2023-03-31,5423361.79,5953244.54,002762,22883216.78,51095758.87,0.015,0.616,2.4878,0.015319,11.651,55.22
汇洁股份,2023-03-31,104210305.87,162385087.88,002763,229234572.83,735350140.44,0.23,4.868,5.2218,0.254219,22.083,68.83
蓝黛科技,2023-03-31,31068322.04,34808423.48,002765,504007260.24,604316072.87,-0.012,1.098,4.307,0.047275,5.76,16.6
索菱股份,2023-03-31,595728.62,2311035.34,002766,160470304.34,211287309.14,-0.022,0.09,0.785,0.000703,1.094,24.05
先锋电子,2023-03-31,2251236.43,2950554.06,002767,54735488.43,82637713.04,-0.194,0.28,5.3602,0.015008,3.57,33.76
国恩股份,2023-03-31,102846682.36,137251827.05,002768,3243107653.82,3614686083.53,0.67,2.463,15.3931,0.379158,3.797,10.28
普路通,2023-03-31,-11948896.08,-15565418.55,002769,152050994.56,150879606.99,-0.383,-0.876,3.6547,-0.032007,-10.316,-0.78
真视通,2023-03-31,-15372288.95,-17947658.7,002771,57334580.81,67026001.66,-0.45,-2.167,3.3826,-0.073284,-26.777,14.46
众兴菌业,2023-03-31,198103761.13,199064639.86,002772,353633514.25,622909683.16,0.642,5.532,8.5737,0.486195,31.957,43.23
康弘药业,2023-03-31,279331041.04,335993351.85,002773,103939726.93,884838651.01,0.204,3.89,7.8104,0.303798,37.972,88.25
快意电梯,2023-03-31,11927863.45,15636913.37,002774,195763255.69,267761845.1,0.014,0.981,3.6109,0.035427,5.84,26.89
文科园林,2023-03-31,4625842.64,9455224.43,002775,247152769.44,284572229.82,-0.106,0.995,0.5794,0.007549,3.323,13.15
*ST柏龙,2023-03-31,-15750514.55,-15801556.59,002776,13504100.29,15740726.54,-0.007,,-1.246,-0.029277,-100.386,14.21
久远银海,2023-03-31,16749089.72,19393085.15,002777,94828527.08,187669914.94,-0.305,1.074,3.8206,0.041028,10.334,49.47
中晟高科,2023-03-31,1327596.96,6569242.02,002778,137060029.86,161316300.19,-0.3,0.229,4.6436,0.010642,4.072,15.04
中坚科技,2023-03-31,22936136.81,26647746.87,002779,142982497.8,192360154.13,-0.184,3.383,5.136,0.173759,13.853,25.67
三夫户外,2023-03-31,8296526.04,8034675.65,002780,91669828.23,188099341.58,0.026,1.257,4.1879,0.052647,4.272,51.27
*ST奇信,2023-03-31,-59012269.0,-58106888.23,002781,114969185.23,122175587.29,-0.066,,-2.3658,-0.262277,-47.56,5.9
可立克,2023-03-31,29614657.25,41839732.85,002782,940853722.27,1073700790.11,0.195,1.61,3.7521,0.060393,3.897,12.37
凯龙股份,2023-03-31,29351047.03,44596271.09,002783,589365447.64,784306846.55,0.107,1.997,3.7597,0.075077,5.686,24.86
万里石,2023-03-31,-3610096.03,-5292020.24,002785,193821080.16,217897547.56,0.055,-0.609,2.9453,-0.017947,-2.429,11.05
银宝山新,2023-03-31,-50166434.88,-51484993.05,002786,531191017.79,603440173.24,0.082,-26.1,0.3878,-0.101221,-8.532,11.97
华源控股,2023-03-31,2049517.38,2125921.75,002787,463711901.1,533530893.37,-0.115,0.135,4.5272,0.006486,0.398,13.09
鹭燕医药,2023-03-31,79861688.2,101261973.51,002788,4479132701.86,4841503352.57,0.292,2.851,7.2111,0.205555,2.092,7.48
建艺集团,2023-03-31,10432935.48,30559894.07,002789,698017008.26,835372000.68,-0.265,5.856,1.1162,0.06536,3.658,16.44
瑞尔特,2023-03-31,39793016.78,40972431.99,002790,295820982.44,395610746.12,0.075,2.014,4.7287,0.095221,10.357,25.22
坚朗五金,2023-03-31,-56051476.64,-67874770.68,002791,946328180.38,1354479238.41,-1.118,-1.179,14.7857,-0.174322,-5.011,30.13
通宇通讯,2023-03-31,34295117.5,39798851.76,002792,204334926.05,243133262.34,-0.13,1.228,6.9449,0.085299,16.369,15.96
罗欣药业,2023-03-31,-90235051.14,-99876952.75,002793,354968739.84,662426362.85,0.025,-2.929,2.8324,-0.082968,-15.077,46.41
永和智控,2023-03-31,-15761930.05,-17560695.81,002795,174612024.28,240508189.75,-0.181,-1.773,2.8782,-0.050835,-7.301,27.4
世嘉科技,2023-03-31,-5102945.84,-7001466.1,002796,211492357.72,235274593.62,0.009,-0.616,3.282,-0.020216,-2.976,10.11
第一创业,2023-03-31,140884273.51,190033771.01,002797,,691865297.91,0.313,0.956,3.5086,0.033525,27.467,
帝欧家居,2023-03-31,-80322713.49,-79211872.51,002798,486432451.38,609860288.19,0.684,-2.914,6.4481,-0.208646,-12.989,20.24
环球印务,2023-03-31,28729049.41,36058491.19,002799,618243320.36,696925501.44,-0.033,1.779,5.0457,0.089767,5.174,11.29
ST天顺,2023-03-31,601381.35,7098449.87,002800,298361432.01,318177959.13,-0.484,0.108,5.1253,0.00553,2.231,6.23
微光股份,2023-03-31,75863168.32,87404783.39,002801,198365413.13,301803478.98,0.087,4.716,7.005,0.330368,28.961,34.27
洪汇新材,2023-03-31,10477935.23,12608009.74,002802,56323614.1,82377878.27,0.208,1.483,5.0397,0.074718,15.305,31.63
吉宏股份,2023-03-31,70430791.12,84460147.72,002803,748227309.54,1376008156.67,0.083,3.397,5.4787,0.186123,6.138,45.62
丰元股份,2023-03-31,-133415692.7,-132310829.67,002805,810635855.95,864416576.59,-2.481,-5.716,11.6683,-0.66693,-15.306,6.22
华锋股份,2023-03-31,-13608557.52,-14535981.47,002806,119910037.38,142715534.44,0.065,-1.156,6.0029,-0.071853,-10.185,15.98
江阴银行,2023-03-31,310225000.0,273678000.0,002807,,1036179000.0,-0.147,2.124,6.5598,0.142826,26.412,
恒久科技,2023-03-31,-2821775.37,-3425704.15,002808,27675137.35,33487217.04,-0.005,-0.729,1.4397,-0.010498,-10.23,17.36
红墙股份,2023-03-31,20719882.33,25213917.59,002809,112149765.47,163275344.73,0.048,1.338,7.4263,0.099162,15.443,31.31
山东赫达,2023-03-31,72801845.43,85063349.0,002810,258772678.89,375012503.24,-0.02,3.722,5.7126,0.212601,22.683,31.0
郑中设计,2023-03-31,6252828.56,10012397.35,002811,180752132.9,242353754.75,0.154,0.515,3.986,0.022985,4.131,25.42
恩捷股份,2023-03-31,649239029.72,770513619.81,002812,1386281747.85,2568465530.97,0.814,3.526,20.5781,0.72751,29.999,46.03
路畅科技,2023-03-31,-4757788.93,-3771656.37,002813,52775032.7,60700459.91,-0.057,-1.23,3.2246,-0.039648,-6.214,13.06
崇达技术,2023-03-31,157022228.85,174225880.31,002815,1016959341.66,1426962513.13,0.268,2.195,6.4158,0.143751,12.21,28.73
*ST和科,2023-03-31,-13104546.15,-13366624.08,002816,23061147.05,26729590.7,-0.383,-4.032,3.2498,-0.131045,-50.007,13.72
黄山胶囊,2023-03-31,20099932.36,23062338.15,002817,102037803.6,143226804.73,-0.054,2.3,2.9215,0.067202,16.102,28.76
富森美,2023-03-31,224340529.79,271595663.44,002818,116463465.52,389662308.58,0.212,3.644,8.2257,0.299737,69.7,70.11
东方中科,2023-03-31,-33421489.7,-57139250.8,002819,521346586.59,632625421.53,-0.922,-1.006,15.3394,-0.109294,-9.032,17.59
桂发祥,2023-03-31,25536569.67,24997112.86,002820,79148841.48,142651899.09,0.246,2.614,4.8634,0.127131,17.523,44.52
凯莱英,2023-03-31,630346004.43,709948636.92,002821,1160393685.09,2249034497.62,3.524,3.861,44.1311,1.704021,31.567,48.4
中装建设,2023-03-31,-15429084.62,-10986944.52,002822,580261981.11,681079224.96,-0.412,-0.427,4.7419,-0.021622,-1.613,14.8
凯中精密,2023-03-31,400065.98,-6016848.01,002823,602438752.85,673973726.69,0.183,0.029,4.558,0.001393,-0.893,10.61
和胜股份,2023-03-31,24590496.73,28250107.74,002824,440002569.36,531021337.94,0.417,1.527,8.0495,0.122932,5.32,17.14
纳尔股份,2023-03-31,20345478.21,23306571.06,002825,265796138.91,328858845.36,0.072,1.455,5.7139,0.083158,7.087,19.18
易明医药,2023-03-31,8363504.12,10698166.47,002826,95466688.58,171430742.25,0.167,1.11,3.952,0.043861,6.241,44.31
高争民爆,2023-03-31,4664825.06,3005166.94,002827,189570916.62,261714653.86,0.072,0.6,2.8173,0.016902,1.148,27.57
贝肯能源,2023-03-31,-6176021.45,-7391375.94,002828,108329969.96,127735360.36,0.029,-1.07,2.8731,-0.030728,-5.786,15.19
星网宇达,2023-03-31,21144564.26,27693923.32,002829,62905377.7,123163230.83,-1.037,1.093,12.3769,0.122829,22.486,48.93
名雕股份,2023-03-31,-5177881.75,-4288769.17,002830,86113919.1,120795180.73,0.043,-0.793,4.8979,-0.038832,-3.55,28.71
裕同科技,2023-03-31,181380598.88,214655711.7,002831,2221036711.03,2911809936.11,1.116,1.746,11.1663,0.194925,7.372,23.72
比音勒芬,2023-03-31,300665438.83,368232805.1,002832,262016878.58,1078874765.84,0.888,6.786,7.7635,0.52683,34.131,75.71
弘亚数控,2023-03-31,122672067.5,141849702.49,002833,399715015.25,588765617.06,0.452,4.633,5.9303,0.289164,24.093,32.11
同为股份,2023-03-31,8656011.1,8515288.39,002835,129428226.19,202784170.12,0.118,0.929,4.2464,0.039436,4.199,36.17
新宏泽,2023-03-31,3411541.91,4182702.12,002836,26299461.48,36184689.66,-0.004,0.768,2.3125,0.017768,11.559,27.32
英维克,2023-03-31,25097874.3,30773977.23,002837,354825729.79,527465864.45,-0.132,1.16,4.9804,0.05775,5.834,32.73
道恩股份,2023-03-31,34621567.72,41178621.07,002838,933752059.59,1051872209.31,0.019,1.141,6.5651,0.077313,3.915,11.23
张家港行,2023-03-31,508825194.6,573525849.37,002839,,1191741959.2,1.572,3.145,7.4569,0.23452,48.125,
华统股份,2023-03-31,-104579201.36,-154635110.02,002840,1971804757.78,1986139049.57,0.343,-4.102,4.1166,-0.170627,-7.786,0.72
视源股份,2023-03-31,284015040.78,299777031.07,002841,2664945266.24,3756870270.55,-0.364,2.319,17.4676,0.405019,7.979,29.06
翔鹭钨业,2023-03-31,1698411.37,1987741.6,002842,351452985.58,388453977.62,-0.117,0.178,3.2054,0.006117,0.512,9.53
泰嘉股份,2023-03-31,36774518.42,43289528.41,002843,357527278.39,446544550.8,-0.015,4.953,3.5076,0.173727,9.694,19.93
同兴达,2023-03-31,-64532312.95,-75738694.69,002845,1488790476.83,1590493552.72,-1.334,-2.491,7.8962,-0.196721,-4.762,6.39
英联股份,2023-03-31,-3738600.16,-7667032.76,002846,372590972.58,419790167.02,-0.006,-0.475,2.3432,-0.01174,-1.826,11.24
盐津铺子,2023-03-31,111542452.98,127813657.94,002847,584189315.92,892881008.2,0.612,8.863,9.7863,0.867326,14.315,34.57
高斯贝尔,2023-03-31,-20082407.35,-20244021.97,002848,44803726.62,45472170.83,0.03,-9.986,1.2031,-0.120146,-44.52,1.47
威星智能,2023-03-31,8419625.5,10978717.9,002849,264515820.42,343694861.92,0.366,0.672,7.9533,0.053425,3.194,23.04
科达利,2023-03-31,241526222.3,281829573.8,002850,1811118683.22,2326101823.8,-0.09,4.024,24.7209,1.029959,12.116,22.14
麦格米特,2023-03-31,160982399.12,168593185.03,002851,1184439792.76,1560626163.92,0.516,4.159,7.3763,0.323538,10.803,24.1
道道全,2023-03-31,108225865.84,98707735.8,002852,1577117303.74,1747526956.85,0.923,5.179,5.8207,0.301465,5.648,9.75
皮阿诺,2023-03-31,-3863014.7,-4831592.11,002853,135186892.06,178884123.92,-0.371,-0.306,6.7592,-0.020708,-2.701,24.43
捷荣技术,2023-03-31,-30676117.22,-29785435.33,002855,398944351.65,453822256.3,-0.353,-3.109,4.0038,-0.124487,-6.563,12.09
美芝股份,2023-03-31,-5255081.23,-8356145.15,002856,127190303.15,132733432.87,-0.186,-0.997,3.8944,-0.038837,-6.295,4.18
三晖电气,2023-03-31,-2975645.68,-2311140.77,002857,21385996.61,31745289.71,-0.215,-0.568,4.0965,-0.023247,-7.28,32.63
力盛体育,2023-03-31,10260232.88,26803792.33,002858,52872969.06,92469140.11,0.126,1.413,4.5394,0.064107,28.987,42.82
洁美科技,2023-03-31,31509756.7,33176766.79,002859,208309393.56,308195598.58,0.228,1.12,6.2347,0.07256,10.765,32.41
星帅尔,2023-03-31,45065213.07,50498913.64,002860,481279698.52,575201874.47,-0.175,3.157,4.6546,0.146923,8.779,16.33
瀛通通讯,2023-03-31,-19132032.58,-18515850.79,002861,101188149.1,120679839.79,0.094,-2.128,5.7103,-0.122996,-15.343,16.15
实丰文化,2023-03-31,3000751.28,3009482.93,002862,44082610.01,53623597.17,-0.353,0.631,3.965,0.025006,5.612,17.79
今飞凯达,2023-03-31,24902202.69,18491070.67,002863,797346281.28,931653155.51,0.23,1.178,4.2007,0.049919,1.985,14.42
盘龙药业,2023-03-31,21561607.43,25040003.29,002864,114243787.63,225625209.86,0.016,1.82,12.2107,0.222449,11.098,49.37
钧达股份,2023-03-31,353977345.09,392090952.04,002865,3406413337.27,3967337980.3,0.397,24.671,10.138,2.489613,9.883,14.14
传艺科技,2023-03-31,25799200.68,28477025.93,002866,260524795.11,363718843.06,0.498,1.24,7.1885,0.08911,7.829,28.37
周大生,2023-03-31,365398208.83,471514561.69,002867,3383475406.41,4121905067.55,0.631,5.703,5.8468,0.333415,11.439,17.91
绿康生化,2023-03-31,-10145375.67,-10570237.69,002868,87421034.65,100190694.85,-0.398,-1.733,3.7676,-0.065279,-10.55,12.75
金溢科技,2023-03-31,-13535328.35,-13104067.21,002869,63739541.97,82529684.28,0.191,-0.659,11.4399,-0.075382,-15.878,22.77
香山股份,2023-03-31,35437255.86,80841742.25,002870,915719101.17,1215473228.3,0.72,2.235,12.0046,0.26831,6.651,24.66
伟隆股份,2023-03-31,31254837.21,40973764.5,002871,76414621.54,119422828.95,0.032,4.077,4.5391,0.185074,34.31,36.01
ST天圣,2023-03-31,-15891842.97,-15770026.5,002872,83539568.51,157406569.47,-0.13,-0.733,6.8178,-0.049974,-10.019,46.93
新天药业,2023-03-31,25092336.81,25897293.48,002873,45786970.94,208755879.11,-0.001,2.172,4.8935,0.108167,12.406,78.07
安奈儿,2023-03-31,-6943970.1,-6406710.76,002875,105839993.55,219478112.03,0.067,-0.77,4.237,-0.032629,-2.919,51.78
三利谱,2023-03-31,12222586.87,17782253.05,002876,365119639.3,425645217.76,-0.63,0.523,13.447,0.070291,4.178,14.22
智能自控,2023-03-31,13693760.68,15613873.55,002877,108736527.22,175286019.76,-0.054,1.496,2.6131,0.041175,8.908,37.97
元隆雅图,2023-03-31,-8451760.39,-10922997.15,002878,339045618.78,410913406.01,-0.01,-0.836,4.5316,-0.037871,-2.658,17.49
长缆科技,2023-03-31,5064503.44,3592167.89,002879,108625693.93,188722725.58,-0.218,0.298,8.814,0.026226,1.903,42.44
卫光生物,2023-03-31,45736044.33,57192435.17,002880,121477101.04,208518007.07,0.226,2.424,8.3181,0.201658,27.428,41.74
美格智能,2023-03-31,18131965.85,22872411.45,002881,343014473.49,443094401.12,-0.155,1.263,5.5031,0.069431,5.162,22.59
金龙羽,2023-03-31,42628536.27,54901962.17,002882,614869176.26,710760403.1,-0.272,2.074,4.7482,0.098472,7.724,13.49
中设股份,2023-03-31,11049003.06,13529673.71,002883,102466907.03,150751029.76,-0.061,1.694,4.1757,0.070724,8.975,32.03
凌霄泵业,2023-03-31,77239067.55,89244773.49,002884,167465243.0,269819500.29,0.155,3.376,6.3969,0.215943,33.076,37.93
京泉华,2023-03-31,55660437.65,57969508.24,002885,656836208.38,781105581.98,0.443,3.888,7.8901,0.286134,7.421,15.91
沃特股份,2023-03-31,5138448.11,4214385.25,002886,277174810.9,343665446.44,0.019,0.438,5.177,0.022679,1.226,19.35
绿茵生态,2023-03-31,33027460.48,40127893.81,002887,28076110.16,64921409.62,-0.142,1.384,7.2624,0.105857,61.81,56.75
惠威科技,2023-03-31,-1086576.24,-1271080.11,002888,30458180.1,45424536.54,-0.031,-0.273,2.656,-0.007263,-2.798,32.95
东方嘉盛,2023-03-31,59858565.5,70396207.29,002889,568438685.06,651566675.45,-0.254,2.814,15.4057,0.433439,10.804,12.76
弘宇股份,2023-03-31,6010681.06,6616405.18,002890,99758586.14,122340339.51,-0.011,1.024,6.2882,0.064397,5.408,18.46
中宠股份,2023-03-31,15661481.13,34159436.86,002891,533845743.5,705704475.31,-0.09,0.756,7.0427,0.05325,4.84,24.35
科力尔,2023-03-31,45384675.07,49517575.5,002892,243424155.74,297383591.23,0.075,3.442,4.1818,0.14392,16.651,18.14
